ALXN.O,FDA approves Alexion Pharma's metabolic disorder drug The U.S. Food and Drug Administration on Friday approved Alexion Pharmaceuticals Inc's Strensiq, a treatment for a rare kind of metabolic disorder. ~
GOOGL.O,Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. ~Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. ~UPDATE 4-Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO, Oct 22 Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. ~
GOOG.O,Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc , the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. ~Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. ~UPDATE 4-Alphabet, formerly Google, sets share buyback, shares jump SAN FRANCISCO, Oct 22 Alphabet Inc, the new holding company for Google,  introduced its first share buyback and beat Wall Street's profit forecast on Thursday, helped by solid progress in mobile and video advertising, sending the stock to its highest-ever level in after-hours trading. ~
AMZN.O,Wall St Week Ahead-Nasdaq 100 index may see record with Apple earnings due Tuesday NEW YORK, Oct 23 The Nasdaq 100 index, dominated by U.S. technology stocks, may set a record high next week, helped by good earnings from Apple Inc expected on Tuesday. ~US STOCKS-Techs lead Wall St higher; S&P; 500 erases 2015 loss * Indexes up: Dow 0.9 pct, S&P; 1.1 pct, Nasdaq 2.3 pct   (Updates to close) ~US STOCKS-Tech shares lead sharp gains on Wall St after results * Indexes up: Dow 1.0 pct, S&P; 1.3 pct, Nasdaq 2.6 pct   (Updates to late afternoon) ~US STOCKS-Indexes higher as China rate cut adds to tech rally * Indexes up: Dow 0.68 pct, S&P; 0.89 pct, Nasdaq 1.73 pct   (Updates to open) ~US STOCKS-Wall St set to open higher after rate cut in China * Futures up: Dow 142 pts, S&P; 15 pts, Nasdaq 59.75 pts   (Adds details, comment, updates prices) ~Amazon posts second straight profit powered by Web Services E-commerce company Amazon.com Inc  on Thursday recorded a surprise profit for the second quarter in a row, propelled by higher sales in North America and its cloud computing business, and its shares rose 11 percent. ~
AAL.O,American Airlines profit jumps, beats expectations Oct 23 American Airlines Group Inc on Friday reported third-quarter profit above analysts' expectations, as cheap fuel continued to help its bottom line. ~
AMGN.O,UPDATE 1-Amgen wins EU green light for first virus-based cancer drug * One of several new drugs for most deadly form of skin cancer ~BRIEF-EU Medicines Agency backs approval of Amgen's melanoma drug * EU Medicines Agency recommends approval of Amgen Inc's  melanoma drug T-vec ~
AAPL.O,Wall St Week Ahead-Nasdaq 100 index may see record with Apple earnings due Tuesday NEW YORK, Oct 23 The Nasdaq 100 index, dominated by U.S. technology stocks, may set a record high next week, helped by good earnings from Apple Inc expected on Tuesday. ~
T,UPDATE 4-AT&T; profit beats Street, raises full-year forecast Oct 22 AT&T; Inc, the No. 2 U.S. wireless carrier and the world's largest pay-TV operator, raised its 2015 earnings forecast as quarterly earnings beat expectations on cost cuts and gains in wireless and DirecTV subscribers. ~CORRECTED-UPDATE 3-AT&T; profit beats Street, raises full-year forecast Oct 22 AT&T; Inc, the No. 2 U.S. wireless carrier and the world's largest pay-TV operator, raised its 2015 earnings forecast as quarterly earnings beat expectations on cost cuts and gains in wireless and DirecTV subscribers. ~
CAT,U.S. House to start voting Monday on revival of shuttered trade bank WASHINGTON, Oct 23 U.S. lawmakers will begin voting on Monday on legislation to revive the shuttered Export-Import Bank, a spokeswoman for a leading Republican backer of the bank said on Friday. ~
EQIX.O,BRIEF-Equinix says EU review timetable extended for Telecity bid * Equinix, inc. ("equinix") confirms that european commission has entered into a period of market testing based upon commitments proposed by equinix and telecity group plc ("telecity" ~
GM,GM to cut 500 jobs, eliminate shift at small-car plant near Detroit DETROIT, Oct 23 General Motors Co will cut 500 jobs as a shift is eliminated at a plant near Detroit that makes weak-selling small cars, the company said on Friday. ~
JNJ,FDA clears J&J;'s chemotherapy for certain soft tissue sarcomas The U.S. Food and Drug Administration said it approved Johnson & Johnson's chemotherapy to treat specific soft-tissue sarcomas (STS) that have spread to other parts of the body or cannot be removed by surgery. ~UPDATE 2-FDA clears J&J;'s chemotherapy for certain soft tissue sarcomas * Course of therapy to cost about $40,500 in U.S.   (Adds detail, company comment) ~
JPM,TalkTalk cyberattack: who, what and why? FRANKFURT, Oct 23 The cyberattack on British broadband supplier TalkTalk this week raises a host of questions over who could be behind it and what their aims are. ~RPT-Valeant's looming M&A; hiatus deals blow to investment banks NEW YORK, Oct 23 The controversy surrounding Valeant Pharmaceuticals' strategy and its market slide this week are bad news for Wall Street investment banks that stand to lose one of their best clients. ~Valeant's looming M&A; hiatus deals blow to investment banks NEW YORK, Oct 23 The controversy surrounding Valeant Pharmaceuticals' strategy and its market slide this week are bad news for Wall Street investment banks that stand to lose one of their best clients. ~
K,UPDATE 2-Kellogg in talks to buy Diamond Foods for $1.5 bln - NY Post Oct 23 Kellogg Co, which makes Corn Flakes and Rice Krispies, is in late-stage talks to buy snack foods company Diamond Foods Inc for more than $1.5 billion, the New York Post reported on Friday, citing unnamed sources. ~Kellogg in talks to buy Diamond Foods for $1.5 bln - NY Post Oct 23 Corn Flakes maker Kellogg Co is in late-stage talks to buy snack foods company Diamond Foods Inc  for more than $1.5 billion, the New York Post reported, citing sources. ~
MCD,S&P; 500 ends at highest in two months; Alphabet up after hours The S&P; 500 closed at its highest in two months on Thursday as stronger-than-expected earnings from several top companies, including McDonald's, relieved investors' concerns about the profit outlook. | Video  ~
MDT,UPDATE 1-EU drugs agency recommends suspension of Medtronic implant Oct 23 Europe's medicines regulator has recommended the suspension of Medtronic Plc's InductOs, an implant to help bone development, pending the resolution of issues at a U.S. plant where a sponge used in the implant is made. ~BRIEF-Medtronic confirms EU Medicines Agency withdrew product license for InductOs * Confirms European Medicines Agency withdrew good manufacturing practices certificate at plant that supplies component of inductos ~
