ABT,UPDATE 3-Abbott surprises with huge dividend boost, shares jump (Adds analyst comments, details on recall of milk formula) ~Abbott beats forecasts, helped by cost cuts, low taxes Oct 16 Abbott Laboratories reported better than expected quarterly earnings despite disrupted sales of its infant formulas in China, helped by cost cuts and lower taxes. ~
ATVI.O,Vivendi to buy U.S. debt after Activision disposal PARIS, Oct 16 Vivendi said it would offer to buy up to $2.7 billion of its outstanding U.S. dollar-denominated debt after it received $8.2 billion in cash from the sale of most of its stake in videogame unit Activision Blizzard. ~
AAP,UPDATE 3-Advance Auto expands repair shop business with $2 bln buy * To buy General Parts, biggest operator of Carquest chain ~UPDATE 1-Market Chatter-Corporate finance press digest Oct 16 The following corporate finance-related stories were reported by media on Wednesday: ~Advance Auto Parts to buy General Parts for just over $2 bln - WSJ Oct 16 Advance Auto Parts Inc plans to buy closely held General Parts International Inc for just over $2 billion, the Wall Street Journal reported, citing people familiar with the matter. ~
AA,UPDATE 3-Alcoa says potline suspended at massive Saudi smelter Oct 16 Alcoa Inc said on Wednesday that the massive smelter run by the Ma'aden-Alcoa joint venture has temporarily shut down one of two potlines due to problems during ramp-up. ~Alcoa says production suspended at part of Ma'aden smelter Oct 16 Aluminum producer Alcoa Inc said on Wednesday that the smelter at Ma'aden, Saudi Arabia, which is in its start-up phase, has temporarily stopped production on one of two potlines. ~
AMZN.O,Monster High, American Girl dolls power Mattel results Mattel Inc  topped Wall Street's profit estimates for the third quarter, benefiting from strong demand for its chubby-faced American Girl dolls and its Monster High line depicting the teen descendants of famous monsters. ~UPDATE 3-Monster High, American Girl dolls power Mattel results Oct 16 Mattel Inc topped Wall Street's profit estimates for the third quarter, benefiting from strong demand for its chubby-faced American Girl dolls and its Monster High line depicting the teen descendants of famous monsters. ~Amazon partners with HTC to make smartphones: report Amazon.com Inc is developing smartphones with HTC Corp, putting it in a position to compete with Apple Inc and Google Inc, the Financial Times reported. ~Amazon to open Tel Aviv office to support cloud services TEL AVIV Amazon.com will open an office in Tel Aviv to support its cloud computing offering called Amazon Web Services (AWS), the company's chief technology officer said on Tuesday. ~
AXP,UPDATE 2-American Express profit rises as corporate spending picks up Oct 16 American Express Co posted a better-than-expected 9 percent rise in quarterly profit as spending by corporate card users began to pick up after more than a year of sluggish growth. ~CORRECTED-American Express profit rises 9.3 pct Oct 16 American Express Co posted a 9.3 percent increase in quarterly profit as people spent more using the company's credit cards. ~
AAPL.O,Prominent attorney named as monitor in Apple e-books case NEW YORK Michael Bromwich, a high-profile attorney who recently served as the top U.S. offshore drilling watchdog, has been appointed to monitor Apple Inc's antitrust compliance following a court ruling that the world's largest technology company had conspired to fix e-book prices. ~UPDATE 1-Prominent attorney named as monitor in Apple e-books case NEW YORK, Oct 16 Michael Bromwich, a high-profile attorney who recently served as the top U.S. offshore drilling watchdog, has been appointed to monitor Apple Inc's antitrust compliance following a court ruling that the world's largest technology company had conspired to fix e-book prices. ~Prominent attorney named as monitor in Apple e-books case NEW YORK, Oct 16 Michael Bromwich, a high-profile attorney and former federal prosecutor who served in President Obama's administration, was appointed external monitor of Apple Inc's antitrust compliance as part of the e-books case brought against the technology giant by the U.S. government. ~Apple cuts orders of iPhone 5C as consumers prefer 5S TAIPEI/BEIJING Apple Inc is cutting production orders for its plastic-backed iPhone 5C a month after launch, a source familiar with its supply chain said on Wednesday, fueling speculation the cheaper model of its main gadget may have been priced too high. | Video  ~UPDATE 3-Apple cuts orders of iPhone 5C as consumers prefer 5S TAIPEI/BEIJING, Oct 16 Apple Inc is cutting production orders for its plastic-backed iPhone 5C a month after launch, a source familiar with its supply chain said on Wednesday, fueling speculation the cheaper model of its main gadget may have been priced too high. ~Einhorn's Greenlight up 4.3 percent in third quarter NEW YORK David Einhorn's hedge fund Greenlight Capital rose 4.3 percent in the third quarter, bringing the fund's net return for the year to 11.8 percent, according to an investor letter released on Tuesday. ~
BAC,UPDATE 4-Bank of America posts profit, fueled by consumer banking Oct 16 Bank of America Corp posted a higher-than-expected quarterly profit on Wednesday as growth in its consumer and wealth management arms underscored the bank's progress in stitching together businesses it picked up in the financial crisis. ~Fitch: Bank of America's 3Q'13 Earnings Boosted by Reserve Releases (The following statement was released by the rating agency) CHICAGO, October 16 (Fitch) Bank of America Corporation's (BAC) stated third  quarter earnings of $2.5 billion declined from the sequential quarter's earnings  of $4.01 billion, but increased from the year-ago quarter's earnings of $340  million. The stated earnings number was slightly better than Fitch expected as  3Q'13 earnings benefited from a reserve release of $1.4 billion, which was a  $500 million increase from the $0.9 billion  ~BlackRock profit rises, boosted by asset growth BlackRock Inc , which crossed the $4 trillion mark in total assets under management, was given a boost from investors pouring money into its iShares exchange-traded funds and retail business during the third quarter. ~Debt limit threat 'political weapon of mass destruction': Buffett NEW YORK Warren Buffett, chairman and chief executive of Berkshire Hathaway, said Wednesday that the threat of not raising the U.S. debt ceiling is a "political weapon of mass destruction". ~REFILE-UPDATE 2-Bank of America posts profit as fewer loans go bad Oct 16 Bank of America Corp on Wednesday posted a quarterly shareholder profit of $2.22 billion, reversing a year-earlier loss, as fewer loans went bad. ~REFILE-Bank of America posts profit as loan-loss provisions drop Oct 16 Bank of America Corp reported a third-quarter profit of $2.22 billion attributable to common stockholders, compared with a loss a year earlier, as provisions for credit losses fell. ~
BRKa.N,UPDATE 2-U.S. debt limit threat 'political weapon of mass destruction'-Buffett NEW YORK, Oct 16 Warren Buffett, chairman and chief executive of Berkshire Hathaway, said Wednesday that the threat of not raising the U.S. debt ceiling is a "political weapon of mass destruction". ~UPDATE 1-IMI to sell two non-core businesses to Berkshire's Marmon Group * Sells beverage dispense, merchandising units for $1.1 billion ~
LMT,UPDATE 2-Lockheed to lay off 600 workers in mission systems, training WASHINGTON, Oct 16 Lockheed Martin Corp, the largest U.S. defense contractor, on Wednesday became the latest weapons maker in recent months to announce layoffs, saying it would let go of 600 workers in its Mission Systems and Training Division later this month. ~Pentagon withholding payments from six weapons makers WASHINGTON The U.S. Defense Department is withholding payments from six arms makers for problems with their internal business systems, including Lockheed Martin Corp, Northrop Grumman Corp and two United Technologies Corp units. ~Pentagon withholding payments from six weapons makers WASHINGTON, Oct 16 The U.S. Defense Department is withholding payments from six arms makers for problems with their internal business systems, including Lockheed Martin Corp , Northrop Grumman Corp and two United Technologies Corp units. ~Lockheed to lay off 600 workers in mission systems, training WASHINGTON Lockheed Martin Corp, the largest U.S. defense contractor, on Wednesday announced plans to lay off 600 workers in its Mission Systems and Training Division, citing increasing challenges in the business environment ~Lockheed to lay off 600 workers in mission systems, training WASHINGTON, Oct 16 Lockheed Martin Corp  on Wednesday announced plans to lay off 600 workers in its Mission Systems and Training Division, saying that it would provide details by Nov. 6 about which of its 100 locations around the country would be affected. ~Pentagon to review progress of F-35 fighter program next week WASHINGTON Top Pentagon officials will examine the cost of building and operating the Lockheed Martin Corp F-35 fighter jet at a major review of the $392 billion program next week that will also provide updates on lingering technical issues. ~UPDATE 1-Pentagon to review progress of F-35 fighter program next week WASHINGTON, Oct 16 Top Pentagon officials will examine the cost of building and operating the Lockheed Martin Corp F-35 fighter jet at a major review of the $392 billion program next week that will also provide updates on lingering technical issues. ~
MAT.O,UPDATE 3-Monster High, American Girl dolls power Mattel results Oct 16 Mattel Inc topped Wall Street's profit estimates for the third quarter, benefiting from strong demand for its chubby-faced American Girl dolls and its Monster High line depicting the teen descendants of famous monsters. ~Mattel's quarterly profit tops analysts' estimates Oct 16 Mattel Inc topped Wall Street's profit estimates for the third quarter, benefiting from strong demand for its American Girl and Monster High dolls. ~
NOC,Pentagon withholding payments from six weapons makers WASHINGTON, Oct 16 The U.S. Defense Department is withholding payments from six arms makers for problems with their internal business systems, including Lockheed Martin Corp , Northrop Grumman Corp and two United Technologies Corp units. ~Pentagon to review progress of F-35 fighter program next week WASHINGTON Top Pentagon officials will examine the cost of building and operating the Lockheed Martin Corp F-35 fighter jet at a major review of the $392 billion program next week that will also provide updates on lingering technical issues. ~UPDATE 1-Pentagon to review progress of F-35 fighter program next week WASHINGTON, Oct 16 Top Pentagon officials will examine the cost of building and operating the Lockheed Martin Corp F-35 fighter jet at a major review of the $392 billion program next week that will also provide updates on lingering technical issues. ~
OMC,Publicis Q3 sales slow, optimistic for 2014 PARIS, Oct 16 French ad group Publicis , which is merging with U.S. peer Omnicom Group , stuck to its target for higher full-year organic sales growth on Wednesday despite a slowdown in the third quarter on weaker emerging markets. ~
PEP,PepsiCo reports higher profit despite economic pressures Oct 16 PepsiCo Inc reported higher quarterly earnings on Wednesday and said it was on track to meet its financial goals for the year, despite global economic pressures. ~
REGN.O,UPDATE 2-Regeneron, Sanofi drug slashes cholesterol in late-stage trial * Small clinical trial is just one of 12 to run until 2018 ~UPDATE 1-Regeneron, Sanofi drug slashes cholesterol in late-stage trial Oct 16 A new type of cholesterol drug being developed by Regeneron Pharmaceuticals Inc and Sanofi SA, when used by itself, cut levels of "bad" LDL cholesterol almost in half in the first of a dozen late-stage trials of the injectable medicine. ~Regeneron drug slashes cholesterol in late-stage trial Oct 16 A new type of cholesterol drug being developed by Regeneron Pharmaceuticals Inc and Sanofi SA, when used by itself, cut levels of "bad" LDL cholesterol almost in half in the first of a dozen late-stage trials of the injectable medicine. ~
UTX,Pentagon withholding payments from six weapons makers WASHINGTON, Oct 16 The U.S. Defense Department is withholding payments from six arms makers for problems with their internal business systems, including Lockheed Martin Corp , Northrop Grumman Corp and two United Technologies Corp units. ~
VZ,UPDATE 1-Telecom tycoon says Ottawa's policy imperils Wind, foreign investment TORONTO, Oct 16 Lack of clarity around Ottawa's telecommunications policy has jeopardized foreign investment in Canada and cast doubt over the future of Wind, the largest new player in the Canadian wireless market, said Egyptian telecom magnate Naguib Sawiris on Wednesday. ~Egyptian tycoon says Wind Mobile in peril due to Ottawa policy TORONTO Egyptian telecom magnate Naguib Sawiris said on Wednesday the lack of clarity around Ottawa's telecom policy has put Wind Mobile, the largest new entrant in the Canadian wireless market, at risk of going bust. ~Egyptian tycoon says Wind Mobile in peril due to Ottawa policy TORONTO, Oct 16 Egyptian telecom magnate Naguib Sawiris said on Wednesday the lack of clarity around Ottawa's telecom policy has put Wind Mobile, the largest new entrant in the Canadian wireless market, at risk of going bust. ~
WMT,UPDATE 2-Kenyan retailer Naivas says talks with Wal-Mart unit are off * No further talks for Wal-Mart unit to buy Kenyan retailer ~
XLNX.O,UPDATE 1-Xilinx forecasts weak revenue from industrial, aerospace businesses * Sees 3nd-qtr revenue of $586.9-$610.9 mln vs est $607.8 mln ~Xilinx profit rises 15 percent Oct 16 Chipmaker Xilinx Inc reported a 15 percent jump in quarterly profit as sales rose in its wired communications, aerospace and defense businesses. ~
