ABT,UPDATE 3-Abbott surprises with huge dividend boost, shares jump (Adds analyst comments, details on recall of milk formula) ~Abbott beats forecasts, helped by cost cuts, low taxes Oct 16 Abbott Laboratories reported better than expected quarterly earnings despite disrupted sales of its infant formulas in China, helped by cost cuts and lower taxes. ~
ATVI.O,Vivendi to buy U.S. debt after Activision disposal PARIS, Oct 16 Vivendi said it would offer to buy up to $2.7 billion of its outstanding U.S. dollar-denominated debt after it received $8.2 billion in cash from the sale of most of its stake in videogame unit Activision Blizzard. ~
AAP,UPDATE 3-Advance Auto expands repair shop business with $2 bln buy * To buy General Parts, biggest operator of Carquest chain ~UPDATE 1-Market Chatter-Corporate finance press digest Oct 16 The following corporate finance-related stories were reported by media on Wednesday: ~Advance Auto Parts to buy General Parts for just over $2 bln - WSJ Oct 16 Advance Auto Parts Inc plans to buy closely held General Parts International Inc for just over $2 billion, the Wall Street Journal reported, citing people familiar with the matter. ~
AA,UPDATE 3-Alcoa says potline suspended at massive Saudi smelter Oct 16 Alcoa Inc said on Wednesday that the massive smelter run by the Ma'aden-Alcoa joint venture has temporarily shut down one of two potlines due to problems during ramp-up. ~Alcoa says production suspended at part of Ma'aden smelter Oct 16 Aluminum producer Alcoa Inc said on Wednesday that the smelter at Ma'aden, Saudi Arabia, which is in its start-up phase, has temporarily stopped production on one of two potlines. ~
AMZN.O,Monster High, American Girl dolls power Mattel results Mattel Inc  topped Wall Street's profit estimates for the third quarter, benefiting from strong demand for its chubby-faced American Girl dolls and its Monster High line depicting the teen descendants of famous monsters. ~UPDATE 3-Monster High, American Girl dolls power Mattel results Oct 16 Mattel Inc topped Wall Street's profit estimates for the third quarter, benefiting from strong demand for its chubby-faced American Girl dolls and its Monster High line depicting the teen descendants of famous monsters. ~Amazon partners with HTC to make smartphones: report Amazon.com Inc is developing smartphones with HTC Corp, putting it in a position to compete with Apple Inc and Google Inc, the Financial Times reported. ~Amazon to open Tel Aviv office to support cloud services TEL AVIV Amazon.com will open an office in Tel Aviv to support its cloud computing offering called Amazon Web Services (AWS), the company's chief technology officer said on Tuesday. ~
AXP,UPDATE 2-American Express profit rises as corporate spending picks up Oct 16 American Express Co posted a better-than-expected 9 percent rise in quarterly profit as spending by corporate card users began to pick up after more than a year of sluggish growth. ~CORRECTED-American Express profit rises 9.3 pct Oct 16 American Express Co posted a 9.3 percent increase in quarterly profit as people spent more using the company's credit cards. ~
AAPL.O,Prominent attorney named as monitor in Apple e-books case NEW YORK Michael Bromwich, a high-profile attorney who recently served as the top U.S. offshore drilling watchdog, has been appointed to monitor Apple Inc's antitrust compliance following a court ruling that the world's largest technology company had conspired to fix e-book prices. ~UPDATE 1-Prominent attorney named as monitor in Apple e-books case NEW YORK, Oct 16 Michael Bromwich, a high-profile attorney who recently served as the top U.S. offshore drilling watchdog, has been appointed to monitor Apple Inc's antitrust compliance following a court ruling that the world's largest technology company had conspired to fix e-book prices. ~Prominent attorney named as monitor in Apple e-books case NEW YORK, Oct 16 Michael Bromwich, a high-profile attorney and former federal prosecutor who served in President Obama's administration, was appointed external monitor of Apple Inc's antitrust compliance as part of the e-books case brought against the technology giant by the U.S. government. ~Apple cuts orders of iPhone 5C as consumers prefer 5S TAIPEI/BEIJING Apple Inc is cutting production orders for its plastic-backed iPhone 5C a month after launch, a source familiar with its supply chain said on Wednesday, fueling speculation the cheaper model of its main gadget may have been priced too high. | Video  ~UPDATE 3-Apple cuts orders of iPhone 5C as consumers prefer 5S TAIPEI/BEIJING, Oct 16 Apple Inc is cutting production orders for its plastic-backed iPhone 5C a month after launch, a source familiar with its supply chain said on Wednesday, fueling speculation the cheaper model of its main gadget may have been priced too high. ~Einhorn's Greenlight up 4.3 percent in third quarter NEW YORK David Einhorn's hedge fund Greenlight Capital rose 4.3 percent in the third quarter, bringing the fund's net return for the year to 11.8 percent, according to an investor letter released on Tuesday. ~
BAC,UPDATE 4-Bank of America posts profit, fueled by consumer banking Oct 16 Bank of America Corp posted a higher-than-expected quarterly profit on Wednesday as growth in its consumer and wealth management arms underscored the bank's progress in stitching together businesses it picked up in the financial crisis. ~Fitch: Bank of America's 3Q'13 Earnings Boosted by Reserve Releases (The following statement was released by the rating agency) CHICAGO, October 16 (Fitch) Bank of America Corporation's (BAC) stated third  quarter earnings of $2.5 billion declined from the sequential quarter's earnings  of $4.01 billion, but increased from the year-ago quarter's earnings of $340  million. The stated earnings number was slightly better than Fitch expected as  3Q'13 earnings benefited from a reserve release of $1.4 billion, which was a  $500 million increase from the $0.9 billion  ~BlackRock profit rises, boosted by asset growth BlackRock Inc , which crossed the $4 trillion mark in total assets under management, was given a boost from investors pouring money into its iShares exchange-traded funds and retail business during the third quarter. ~Debt limit threat 'political weapon of mass destruction': Buffett NEW YORK Warren Buffett, chairman and chief executive of Berkshire Hathaway, said Wednesday that the threat of not raising the U.S. debt ceiling is a "political weapon of mass destruction". ~REFILE-UPDATE 2-Bank of America posts profit as fewer loans go bad Oct 16 Bank of America Corp on Wednesday posted a quarterly shareholder profit of $2.22 billion, reversing a year-earlier loss, as fewer loans went bad. ~REFILE-Bank of America posts profit as loan-loss provisions drop Oct 16 Bank of America Corp reported a third-quarter profit of $2.22 billion attributable to common stockholders, compared with a loss a year earlier, as provisions for credit losses fell. ~
BRKa.N,UPDATE 2-U.S. debt limit threat 'political weapon of mass destruction'-Buffett NEW YORK, Oct 16 Warren Buffett, chairman and chief executive of Berkshire Hathaway, said Wednesday that the threat of not raising the U.S. debt ceiling is a "political weapon of mass destruction". ~UPDATE 1-IMI to sell two non-core businesses to Berkshire's Marmon Group * Sells beverage dispense, merchandising units for $1.1 billion ~
BLK,UPDATE 3-BlackRock profit rises, boosted by asset growth * CEO Fink sees 4 to 6 percent annual growth in asset base ~BlackRock's third-quarter profit rises 15 percent Oct 16 BlackRock Inc, the world's largest money manager, said on Wednesday its third-quarter profit rose 15 percent, citing market growth and strong global demand from its retail and institutional clients. ~
BA,INSIGHT-Japan politics looms over ANA's choice between Airbus, Boeing (Adds Boeing comment paragraph 18, fixes typo in paragraph 5) ~INSIGHT-Japan politics looms over ANA's choice between Airbus, Boeing TOKYO/PARIS, Oct 16 When Japan Airlines Co  broke with decades of tradition by buying long-haul jets from Europe's Airbus rather than U.S. rival Boeing Co, it informed the Japanese government by email without any prior warning. ~Fuselage panel falls from Boeing 787 Dreamliner in flight SEATTLE Boeing Co  said a body panel fell off of a 787 Dreamliner operated by Air India while the plane was in flight on Saturday, a new problem for the high-tech jet that has suffered a string of mishaps since its introduction two years ago. ~CORRECTED-Fuselage panel falls from Boeing 787 Dreamliner in flight (Corrects day of panel falling off to Saturday in the first paragraph) ~
CVX,Noble Corp profit tops estimates with rig rate rise Noble Corp , an offshore drilling contractor now breaking itself up in an effort to boost its value, reported a larger-than-expected rise in quarterly profit on Wednesday as its rigs were busier and the rates paid for them improved. ~UPDATE 1-Noble Corp profit tops estimates with rig rate rise Oct 16 Noble Corp, an offshore drilling contractor now breaking itself up in an effort to boost its value, reported a larger-than-expected rise in quarterly profit on Wednesday as its rigs were busier and the rates paid for them improved. ~
EBAY.O,EBay holiday quarter outlook disappoints on U.S. weakness EBay Inc on Wednesday gave a disappointing holiday forecast, blaming a weaker U.S. macroeconomic environment, sending shares down 4.5 percent in after-hours trading. ~US STOCKS-Wall St jumps as debt deal seems near; IBM falls late NEW YORK, Oct 16 U.S. stocks closed more than 1 percent higher on Wednesday after Senate leaders said they had a deal to reopen the federal government and raise the debt ceiling, which would avoid the threat of a debt default. ~Ebay founder to launch independent mass-market news venture SAN FRANCISCO EBay Inc founder Pierre Omidyar on Wednesday said he is building an independent media organization covering news from sports to politics for mainstream readers, spearheaded by big names including ex-Guardian correspondent Glenn Greenwald. ~REFILE-Ebay founder to launch independent mass-market news venture SAN FRANCISCO, Oct 16 EBay Inc founder Pierre Omidyar on Wednesday said he is building an independent media organization covering news from sports to politics for mainstream readers, spearheaded by big names including ex-Guardian correspondent Glenn Greenwald. ~
FB.O,Head of world's Anglicans joins Instagram to push credit unions LONDON The Church of England's spiritual leader has joined the photo-sharing site Instagram used by celebrities to reach a wider audience but instead of posting "selfies" he is using the social network to champion credit unions for debt-laden families. ~
F,Ford offers auto writers a look at redesigned Mustang next week DETROIT, Oct 16 The long wait will be over soon for hard-core Mustang fans: Ford Motor Co plans to unveil the next-generation 2015 Mustang later this year, several months ahead of the car's 50th anniversary, and has invited auto writers for a sneak peek next week. ~
GE,UPDATE 2-GE Money Bank sale to value company at up to $1.67 bln * General Electric's Swiss unit sets share sale price range ~GE Money Bank sets price range for Swiss IPO ZURICH General Electric  expects to value its Swiss consumer finance unit GE Money Bank at a total market capitalization of up to 1.53 billion Swiss francs ($1.67 billion) when it lists it in the fourth quarter. ~
INTC.O,US STOCKS-Wall Street jumps 1 pct in hopes of debt ceiling deal * Bank of America swings to profit, Intel gives weak outlook ~
JPM,UPDATE 4-JPMorgan to pay $100 mln in latest 'London Whale' fine WASHINGTON, Oct 16 The London Whale is the gift that keeps giving for regulators. ~U.S. money fund assets post biggest drop in nearly a year: iMoneynet NEW YORK U.S. money market fund assets recorded their largest one-week decline in nearly a year as investors redeemed shares on fears over a possible U.S. government default, a report released on Wednesday showed. ~JPMorgan to pay $100 mln to settle CFTC charges on Whale trades WASHINGTON, Oct 16 JPMorgan Chase & Co  will pay $100 million to settle charges from a U.S. commodities regulator that it violated a prohibition on manipulative conduct in connection with its "London Whale" swaps trades, the Commodity Futures Trading Commission said on Wednesday. ~
KMI,Kinder Morgan has higher quarterly profit, distribution Kinder Morgan Energy Partners LP , the largest U.S. pipeline company, said on Wednesday its profit in the third quarter rose sharply and distributions rose 7 percent, helped by acquisitions. ~Kinder Morgan reports higher quarterly profit Oct 16 Kinder Morgan Energy Partners LP, the largest U.S. pipeline company, on Wednesday said its profit in the third quarter rose sharply, helped by acquisitions. ~
