BA,Boeing selected for $294 mln deal with Algeria's Tassili Airlines ALGIERS, July 9 Algeria's Tassili Airlines (TA) signed a draft deal on Sunday worth $294 million with U.S. planemaker Boeing for three 737-800 aircraft, Algeria's state news agency APS reported. ~
FB.O,UPDATE 1-France says Europe should make US companies pay fair share of taxes AIX-EN-PROVENCE, France, July 9 Time has come for the European Union to make multinationals, such as U.S. giants Amazon, Facebook and Google, pay their fair share of taxes, the French finance minister said on Sunday. ~
