GOOGL.O,Look, no hands! Test driving a Google car MOUNTAIN VIEW Calif. The car stopped at stop signs. It glided around curves. It didn't lurch or jolt. The most remarkable thing about the drive was that it was utterly unremarkable. ~Look, no hands! Test driving a Google car MOUNTAIN VIEW, Calif., Aug 17 The car stopped at stop signs. It glided around curves. It didn't lurch or jolt. The most remarkable thing about the drive was that it was utterly unremarkable. ~
GOOG.O,Look, no hands! Test driving a Google car MOUNTAIN VIEW Calif. The car stopped at stop signs. It glided around curves. It didn't lurch or jolt. The most remarkable thing about the drive was that it was utterly unremarkable. ~Look, no hands! Test driving a Google car MOUNTAIN VIEW, Calif., Aug 17 The car stopped at stop signs. It glided around curves. It didn't lurch or jolt. The most remarkable thing about the drive was that it was utterly unremarkable. ~
