INTC.O,UPDATE 2-Delphi, Transdev to develop self-driving transport service in Europe DETROIT, June 7 Delphi Automotive PLC will partner with Paris-based Transdev Group, a public transport service controlled by the French government, to develop an automated on-demand shuttle service in Europe, the companies said on Wednesday. ~Delphi, Transdev to develop self-driving shuttle service in Europe DETROIT, June 7 Delphi Automotive PLC will partner with Paris-based Transdev Group, a public transport service controlled by the French government, to develop an automated on-demand shuttle service in Europe, the companies said on Wednesday. ~
ICE,ICE expands London gold contract ahead of LME's rival offering LONDON, June 7 Intercontinental Exchange (ICE) has substantially expanded the range of dates that its London gold futures contract can be traded, as it seeks to beat rival exchanges to gain a foothold in the city's $5 trillion-a-year bullion market. ~
IBM,BRIEF-IBM reaffirms previously disclosed 2017 expectations for EPS and free cash flow * IBM - reaffirms co's previously disclosed 2017 expectations for earnings per share and free cash flow - sec filing ~
JPM,JPMorgan to purchase new debt for struggling Chicago schools CHICAGO, June 7 The Chicago Public Schools (CPS) said it tapped JPMorgan  as the winning bidder for an up to $396.5 million note deal aimed at keeping the cash-strapped district afloat. ~BRIEF-JPMorgan applies to delist shares on London stock exchange * Application for cancellation of listing on official list and of trading on standard segment of main market of london stock exchange ~
LLY,CORRECTED-UPDATE 3-AbbVie's rheumatoid arthritis drug succeeds in trial * Upadacitinib, a JAK inhibitor, more effective than a placebo ~
MRO,CORRECTED-Investors expect to meet with Exxon on climate-impact report HOUSTON, June 1 Exxon Mobil Corp investors will push to meet with oil company officials this summer to hash out elements of a climate-impact analysis following a shareholder vote calling for studies of technology and climate-related risks to its business. ~
MPC,CORRECTED-Investors expect to meet with Exxon on climate-impact report HOUSTON, June 1 Exxon Mobil Corp investors will push to meet with oil company officials this summer to hash out elements of a climate-impact analysis following a shareholder vote calling for studies of technology and climate-related risks to its business. ~
MON,UPDATE 2-Bayer cuts Covestro stake to under 45 pct after share sale * Sells 8.5 pct stake, 4 pct of Covestro goes into pension fund ~
MYL.A,UPDATE 1-Mylan defends chairman to ISS ahead of June 22 investor vote June 7 Mylan NV defended Chairman Robert Coury's role to ISS this week as the influential proxy firm prepares to advise shareholders on how they should vote on the re-election of Coury and other directors, according to a letter the drugmaker released on Wednesday. ~BRIEF-Mylan, in letter to proxy firm ISS, says Teva never made an offer to acquire Mylan * Mylan NV files proxy materials with U.S. SEC with co's letter, dated June 6, to Institutional Shareholder Services ~
PRGO.N,BRIEF-Perrigo Company Plc says CEO John Hendrickson's FY 2016 total compensation was $5.8 million * Perrigo Company PLC says CEO John Hendrickson's FY 2016 total compensation was $5.8 million ~
PFE,CORRECTED-UPDATE 3-AbbVie's rheumatoid arthritis drug succeeds in trial * Upadacitinib, a JAK inhibitor, more effective than a placebo ~BRIEF-Sangamo Therapeutics updates on SB-525 investigational hemophilia A gene therapy * Sangamo Therapeutics and Pfizer announce that SB-525 investigational hemophilia A gene therapy receives orphan medicinal product designation from the European medicines agency ~
TXT,Boeing's Insitu, Textron's AAI each win $475 mln U.S. defense contracts -Pentagon WASHINGTON, June 7 Boeing Co's Insitu Inc and Textron Inc's AAI Corp are each being awarded $475 million U.S. defense contracts for Mid-Endurance Unmanned Aircraft Systems intelligence, surveillance, and reconnaissance services, the Pentagon said on Wednesday. (Reporting by Eric Beech) ~
USB,BRIEF-U.S. Bancorp says issued EUR 1 bln aggregate principal amount of 0.850% medium-term notes * U.S. Bancorp - on June 7, co issued EUR 1 billion aggregate principal amount of 0.850% medium-term notes, series X (senior), due June 7, 2024 - sec filing Source text for Eikon: Further company coverage: ~
WDC.O,Toshiba asks Western Digital again to drop challenge to Toshiba's chip business sale TOKYO, June 7 Toshiba Corp on Wednesday asked Western Digital Corp once again to stop challenging the Japanese conglomerate's plans to sell its chip business. ~
XL,BRIEF-XL Catlin says extended its global property insurance capacity by 25 pct * XL Catlin - has extended its global property insurance capacity by 25 percent to USD 500 million Source text for Eikon: Further company coverage: ~
