AAL.O,UPDATE 1-Buffett assails Wells Fargo, defends 3G at wide-ranging meeting OMAHA, Neb., May 6 Warren Buffett, the chairman of Berkshire Hathaway Inc, on Saturday faulted Wells Fargo & Co for failing to stop employees from signing up customers for bogus accounts even after learning it was happening, causing a scandal. ~
BRKa.N,WRAPUP 6-Buffett assails Wells Fargo, defends 3G at wide-ranging meeting OMAHA, Neb., May 6 Warren Buffett, the chairman of Berkshire Hathaway Inc, on Saturday criticized Wells Fargo & Co for failing to stop employees from signing up customers for bogus accounts even after learning it was happening, causing a scandal. ~UPDATE 1-Buffett assails Wells Fargo, defends 3G at wide-ranging meeting OMAHA, Neb., May 6 Warren Buffett, the chairman of Berkshire Hathaway Inc, on Saturday faulted Wells Fargo & Co for failing to stop employees from signing up customers for bogus accounts even after learning it was happening, causing a scandal. ~HIGHLIGHTS-Berkshire's Warren Buffett comments on healthcare, trade, buybacks May 6 Billionaire investor Warren Buffett and Berkshire Hathaway Vice Chairman Charlie Munger are answering five hours of questions from shareholders, journalists and analysts at Berkshire's 52nd annual meeting in Omaha, Nebraska. ~Buffett downplays value clash between Berkshire, cost-cutting 3G OMAHA, Neb., May 6 Warren Buffett on Saturday downplayed suggestions that Berkshire Hathaway Inc's partnerships with Brazil's 3G Capital, a renowned cost-cutter, undermined Berkshire's own value system. ~Wells Fargo says agrees with Buffett and is fixing its problems May 6 Wells Fargo & Co agreed with Warren Buffett's blistering comments early Saturday at the annual Berkshire Hathaway meeting, remarking that the company has taken decisive actions regarding recent sales abuse practices. ~Buffett says Trump tax proposal won't fundamentally change Berkshire U.S. President Donald Trump's plan to cut the corporate tax rate to 15 percent would be a tailwind for profitability at Warren Buffett's Berkshire Hathaway Inc , but won't fundamentally change how its business units operate, Buffett said. ~Buffett says Trump tax proposal won't fundamentally change Berkshire May 6 U.S. President Donald Trump's plan to cut the corporate tax rate to 15 percent would be a tailwind for profitability at Warren Buffett's Berkshire Hathaway Inc , but won't fundamentally change how its business units operate, Buffett said. ~
BA,CORRECTED-UPDATE 2-With maiden jet flight, China enters dog-fight with Boeing, Airbus SHANGHAI, May 5 China's home-grown C919 passenger jet completed its long-delayed maiden flight on Friday, a major first step for Beijing as it looks to raise its profile in the global aviation market and boost high-tech manufacturing at home. ~
DAL,UPDATE 1-Buffett assails Wells Fargo, defends 3G at wide-ranging meeting OMAHA, Neb., May 6 Warren Buffett, the chairman of Berkshire Hathaway Inc, on Saturday faulted Wells Fargo & Co for failing to stop employees from signing up customers for bogus accounts even after learning it was happening, causing a scandal. ~
GM,Mexican engineers flood Tesla hiring event in Monterrey MONTERREY, Mexico, May 6 Engineers from across Mexico streamed into a cramped hotel lobby in the industrial city of Monterrey for a chance of a job with the U.S. electric vehicle maker Tesla Inc, which is looking south of the border for talent in short supply at home. ~
KHC.O,UPDATE 1-Buffett assails Wells Fargo, defends 3G at wide-ranging meeting OMAHA, Neb., May 6 Warren Buffett, the chairman of Berkshire Hathaway Inc, on Saturday faulted Wells Fargo & Co for failing to stop employees from signing up customers for bogus accounts even after learning it was happening, causing a scandal. ~
PX,Shareholder adviser challenges Linde board over merger with Praxair FRANKFURT, May 6 Shareholder adviser Ivox Glass Lewis has called on Linde investors to vote against signing off on the actions of its management and supervisory board due to problems in the handling of a planned merger with peer Praxair. ~
