MAR.O,BRIEF-Abdulmohsen Al Hokair signs lease contract with Jabal Omar Development June 11 Abdulmohsen Al Hokair Group for Tourism and Development ~
REGN.O,Sanofi-Regeneron's Praluent cuts cholesterol in Odyssey trials PARIS, June 11 France's Sanofi and partner Regeneron Pharmaceuticals said on Sunday their anti-cholesterol drug Praluent recorded positive results in its first dedicated studies involving patients with diabetes and high cholesterol. ~
