XOM,UPDATE 1-Nigerian oil labour union suspends Exxon Mobil strike in Rivers state YENAGOA, Nigeria, May 20 A Nigerian labour union that had called for the shutdown of all Exxon Mobil Corp facilities in the Niger Delta has suspended its strike at its Rivers state branch in the oil production hub, two union representatives said on Saturday. ~Nigerian oil labour union suspends Exxon Mobil strike in Rivers state YENAGOA, Nigeria, May 20 A Nigerian labour union that had called for the shutdown of all Exxon Mobil Corp facilities in the Niger Delta has suspended its strike at its Rivers state branch in the oil production hub, two union representatives said on Saturday. ~
FCX,UPDATE 1-Thousands of Freeport Indonesia workers to strike for second month -union * Union says layoffs breach Indonesian labour law (Adds comment from Freeport, context) ~
