ALXN.O,UPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease. ~Deals of the day-Mergers and acquisitions Sept 1 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Tuesday: ~CORRECTED-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease. ~
GOOGL.O,Google redesigns iconic logo for the fifth time Sept 1 Google Inc  unveiled a redesign of its iconic logo on Tuesday, the fifth such modification since the search engine giant started in 1998, the company said in a blog post. ~Law firm targets Google foes for private damages claims BRUSSELS U.S. law firm and class action specialist Hausfeld launched a platform on Tuesday to help pursue claims against Google, posing a potential headache for the world's No. 1 Internet search engine amid its regulatory troubles in Europe. ~U.S. law firm targets Google foes for private damages claims BRUSSELS U.S. law firm and class action specialist Hausfeld launched a platform on Tuesday to help pursue claims against Google, posing a potential headache for the world's No. 1 Internet search engine amid its regulatory troubles in Europe. ~U.S. law firm targets Google foes for private damages claims BRUSSELS, Sept 1 U.S. law firm and class action specialist Hausfeld launched a platform on Tuesday to help pursue claims against Google, posing a potential headache for the world's No. 1 Internet search engine amid its regulatory troubles in Europe. ~
GOOG.O,Google redesigns iconic logo for the fifth time Sept 1 Google Inc  unveiled a redesign of its iconic logo on Tuesday, the fifth such modification since the search engine giant started in 1998, the company said in a blog post. ~Law firm targets Google foes for private damages claims BRUSSELS U.S. law firm and class action specialist Hausfeld launched a platform on Tuesday to help pursue claims against Google, posing a potential headache for the world's No. 1 Internet search engine amid its regulatory troubles in Europe. ~U.S. law firm targets Google foes for private damages claims BRUSSELS U.S. law firm and class action specialist Hausfeld launched a platform on Tuesday to help pursue claims against Google, posing a potential headache for the world's No. 1 Internet search engine amid its regulatory troubles in Europe. ~U.S. law firm targets Google foes for private damages claims BRUSSELS, Sept 1 U.S. law firm and class action specialist Hausfeld launched a platform on Tuesday to help pursue claims against Google, posing a potential headache for the world's No. 1 Internet search engine amid its regulatory troubles in Europe. ~
AMGN.O,Novartis, Amgen join forces to fight Alzheimer's and migraine LONDON Novartis and Amgen are joining forces in the hunt for an Alzheimer's treatment, in the latest sign that drugmakers believe an effective therapy for the memory-robbing disease may be within reach. ~Novartis, Amgen join forces to fight Alzheimer's and migraine LONDON, Sept 1 Novartis and Amgen  are joining forces in the hunt for an Alzheimer's treatment, in the latest sign that drugmakers believe an effective therapy for the memory-robbing disease may be within reach. ~Europe gets Amgen cholesterol drug for 50-60 percent of U.S. price LONDON Amgen is launching its injectable cholesterol drug in Europe at around half the U.S. price, in a move likely to stoke controversy about the way Americans end up paying far more than others for new medicines. ~Europe gets Amgen cholesterol drug for 50-60 pct of U.S. price LONDON, Sept 1 Amgen is launching its injectable cholesterol drug in Europe at around half the U.S. price, in a move likely to stoke controversy about the way Americans end up paying far more than others for new medicines. ~Valeant picks up AstraZeneca psoriasis drug after Amgen exit Canada's Valeant Pharmaceuticals International Inc   is buying rights to AstraZeneca Plc's  late-stage experimental psoriasis drug brodalumab after it was dropped by Amgen Inc  in May. ~UPDATE 1-Valeant picks up AstraZeneca psoriasis drug after Amgen exit Sept 1 Canada's Valeant Pharmaceuticals International Inc  is buying rights to AstraZeneca Plc's late-stage experimental psoriasis drug brodalumab after it was dropped by Amgen Inc in May. ~
AAPL.O,Apple explores move into original programming business - Variety Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc, Variety reported on Monday. ~UPDATE 2-Apple explores move into original programming business - Variety Sept 1 Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc, Variety reported on Monday. ~LVMH hires former Apple executive as digital director PARIS LVMH has hired as its new head of digital Ian Rogers, from Apple, as part of the luxury group's drive to more fully embrace the Internet. ~LVMH hires former Apple executive as digital director PARIS, Sept 1 LVMH has hired as its new head of digital Ian Rogers, from Apple, as part of the luxury group's drive to more fully embrace the Internet. ~US STOCKS-Wall St slumps as weak China data stokes growth fears * Indexes down: Dow 2.16 pct, S&P; 2.11 pct, Nasdaq 1.69 pct   (Adds details, adds comment, updates prices) ~US STOCKS-Wall St falls sharply after weak China data * Indexes down: Dow 2.08 pct, S&P; 2.01 pct, Nasdaq 1.79 pct   (Updates to open) ~Foxconn hasn't canceled investment plan in Indonesia: ministry official JAKARTA Taiwan's Foxconn Technology Group, the world's biggest electronic components maker, has not withdrawn its plans to invest in a factory in Indonesia, an Indonesian industry ministry official said on Tuesday. ~UPDATE 3-Foxconn hasn't cancelled investment plan in Indonesia-ministry official * Foxconn says continues to seek opportunities in Indonesia   (Recasts with comment from industry ministry official) ~Judge sends $4.5 million in uncashed Apple settlement checks to states Despite objections from class counsel, a federal judge in California has sent roughly $4.5 million in uncashed checks from a settlement over alleged warranty breaches involving Apple's iPhones and iPods to states as unclaimed property. ~
BAC,Calpers, Calstrs oppose joint CEO-chairman role at Bank of America Sept 1 Two of America's biggest public pension funds have come together to oppose an amendment of bylaws at Bank of America Corp that would allow Brian Moynihan to continue as both chief executive and chairman of the No. 2 U.S. bank by assets. ~PRESS DIGEST - Wall Street Journal - Sept 1 Sept 1 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy. ~
COP,ConocoPhillips laying off 500 employees and contractors in Canada CALGARY, Alberta, Sept 1 Oil major ConocoPhillips is laying off 400 employees and 100 contractors in Canada, a company spokesman said on Tuesday, with the majority of cuts coming in the Calgary office. ~
DAL,China Eastern chmn says equity tie gives Delta new code-share opening in China network SHANGHAI, Sept 1 China Eastern Airlines Corp's  Chairman Liu Shaoyong said on Tuesday that the carrier's equity deal with Delta Air Lines will give the U.S. airline an opportunity to extend code-sharing in China's domestic network. ~
DLTR.O,UPDATE 2-Dollar Tree sales miss as Family Dollar acquisition drags * Shares fall as much as 8.6 pct   (Adds background, analyst quote; updates shares) ~Discount retailer Dollar Tree sales rise 48.3 pct Sept 1 Dollar Tree Inc, the No. 1 U.S. discount retailer by store count, reported a 48.3 percent rise in quarterly sales, helped mainly by its acquisition of Family Dollar. ~
EQT,EQT to sell education firm Academedia -report STOCKHOLM, Sept 1 Private equity firm EQT has decided to sell Swedish education company Academedia, Swedish daily Dagens Nyheter reported on Tuesday. ~
F,UPDATE 3-Light truck demand boosts mixed Canada auto sales in August TORONTO, Sept 1 A healthy appetite for light trucks pushed auto sales in Canada to a monthly record in August, with Fiat Chrysler Automobiles nudging out Ford Motor Co as the top seller, according to data released on Thursday. ~
GE,General Electric names Beth Comstock as vice chair Sept 1 General Electric Co on Tuesday named Beth Comstock, a longtime marketing and communications executive who leads GE Business Innovations, as vice chair. ~EU mergers and takeovers (Sept 1) BRUSSELS, Sept 1 The following are mergers under review by the European Commission and a brief guide to the EU merger process: ~
HES,RPT-Oil price crash prompts scramble for Caribbean storage tanks HOUSTON, Sept 1 Demand for crude storage in the Caribbean, one of the world's most important oil hubs, is rising as producers and traders try to ride out the worst price crash in six years by holding onto more barrels or making blends that can be sold for premiums. ~Oil price crash prompts scramble for Caribbean storage tanks HOUSTON, Sept 1 Demand for crude storage in the Caribbean, one of the world's most important oil hubs, is rising as producers and traders try to ride out the worst price crash in six years by holding onto more barrels or making blends that can be sold for premiums. ~
MCD,UPDATE 2-McDonald's U.S. to add all-day breakfast on Oct. 6 LOS ANGELES, Sept 1 McDonald's Corp's  U.S. franchisees have voted to begin offering all-day breakfast on Oct. 6, a widely expected move that the company and investors hope will help reverse slumping sales and traffic at the world's biggest fast-food chain. ~McDonald's to start all-day breakfast in the U.S. on Oct. 6 LOS ANGELES, Sept 1 McDonald's Corp will begin offering all-day breakfast on Oct. 6, a widely expected move that the company and investors hope will help reverse slumping sales and traffic at the world's biggest fast-food chain. ~
NFLX.O,Apple explores move into original programming business - Variety Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc, Variety reported on Monday. ~Apple explores move into original programming business - Variety Aug 31 Iphone maker Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc , Variety reported on Monday. ~
REGN.O,Sanofi, Regeneron say new cholesterol drug data positive PARIS, Sept 1 Sanofi and Regeneron Pharmaceuticals said on Tuesday that a study into their new cholesterol-lowering drug, Praluent, showed promising results. ~
FOXA.O,Fox News Channel tops basic cable in August prime-time ratings Sept 1 Twenty-First Century Fox Inc's  Fox News Channel scored the highest prime-time ratings among all basic cable television networks in August, according to Nielsen data, led by the Republican presidential candidates' debate and anchor Megyn Kelly's "The Kelly File." ~
FOX.O,Fox News Channel tops basic cable in August prime-time ratings Sept 1 Twenty-First Century Fox Inc's  Fox News Channel scored the highest prime-time ratings among all basic cable television networks in August, according to Nielsen data, led by the Republican presidential candidates' debate and anchor Megyn Kelly's "The Kelly File." ~
WFC,Miami lawsuits vs BofA, Citigroup, Wells Fargo are revived Sept 1 A federal appeals court on Tuesday revived three lawsuits in which the City of Miami accused Bank of America Corp, Citigroup Inc and Wells Fargo & Co of violating the federal Fair Housing Act by engaging in predatory lending. ~
WHR,UPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life. ~BRIEF-Whirlpool confirms approached AGA Rangemaster regarding possible offer * Whirlpool confirms has made an approach regarding a possible offer for aga rangemaster  Source text for Eikon:  Further company coverage: ~BRIEF-Aga receives offer from Whirlpool, still recommends Middleby * Received an approach regarding a possible cash offer for company from Whirlpool Corporation ~
