AET,Dollar dives on Draghi comments, U.S. healthcare vote delay NEW YORK The dollar slid to 10-month lows against the euro on Tuesday after the head of the European Central Bank opened the door to steps that might begin to reduce the central bank's stimulus and after a vote on U.S. healthcare legislation was delayed. | Video  ~FOREX-Dollar dives on Draghi comments, U.S. healthcare vote delay NEW YORK, June 27 The dollar slid to 10-month lows against the euro on Tuesday after the head of the European Central Bank opened the door to steps that might begin to reduce the central bank's stimulus and after a vote on U.S. healthcare legislation was delayed. ~
GOOGL.O,EU hits Google with record $2.7 bln fine BRUSSELS EU antitrust regulators hit Google with a record 2.4-billion-euro ($2.7 billion) fine for favouring its own shopping service, taking a tough line in the first of three probes of its dominance in searches and smartphone operating systems. ~EU fines Google record $2.7 billion in first antitrust case BRUSSELS EU antitrust regulators hit Alphabet  unit Google with a record 2.42-billion-euro ($2.7 billion) fine on Tuesday, taking a tough line in the first of three investigations into the company's dominance in searches and smartphones. ~Google says it is considering appeal against EU antitrust fine BRUSSELS Alphabet's  Google said on Tuesday it disagreed with the findings of EU antitrust regulators that it had abused its dominant position and was considering an appeal. ~EU antitrust regulators hit Google with record 2.42 bln euro fine BRUSSELS, June 27 EU antitrust regulators slapped a record 2.42-billion-euro ($2.7 billion) fine on Alphabet unit Google on Tuesday by illegally favouring its shopping service. ~
GOOG.O,EU hits Google with record $2.7 bln fine BRUSSELS EU antitrust regulators hit Google with a record 2.4-billion-euro ($2.7 billion) fine for favouring its own shopping service, taking a tough line in the first of three probes of its dominance in searches and smartphone operating systems. ~EU fines Google record $2.7 billion in first antitrust case BRUSSELS EU antitrust regulators hit Alphabet  unit Google with a record 2.42-billion-euro ($2.7 billion) fine on Tuesday, taking a tough line in the first of three investigations into the company's dominance in searches and smartphones. ~Google says it is considering appeal against EU antitrust fine BRUSSELS Alphabet's  Google said on Tuesday it disagreed with the findings of EU antitrust regulators that it had abused its dominant position and was considering an appeal. ~EU antitrust regulators hit Google with record 2.42 bln euro fine BRUSSELS, June 27 EU antitrust regulators slapped a record 2.42-billion-euro ($2.7 billion) fine on Alphabet unit Google on Tuesday by illegally favouring its shopping service. ~
AMZN.O,In Amazon's shadow, hedge funds take aim at Brexit-hit retailers LONDON Hedge funds have significantly stepped up bets against Britain's traditional high street retailers, as the sector struggles with online competition, worries about a stretched consumer and weakening sales and profits. ~In Amazon's shadow, hedge funds take aim at Brexit-hit retailers * Marshall Wace, Odey among hedge funds actively shorting sector ~
AMT,Fitch Rates American Tower's $750MM Debt Offering 'BBB'; Outlook Stable (The following statement was released by the rating agency) CHICAGO, June 27 (Fitch) Fitch Ratings has assigned a 'BBB' rating to American Tower Corporation's (AMT) offering of $750 million senior unsecured notes due 2027. Net proceeds from the offering will be used to repay existing debt, including debt under its 2013 and 2014 revolving credit facilities. Proceeds may also be used for general corporate purposes. As of March 31, 2017, pro forma outstanding borrowings on AMT's RCFs totalled appro ~
AMGN.O,Novartis gets European OK for biosimilar of Amgen's Enbrel ZURICH, June 27 Novartis's generics unit Sandoz said the European Commission approved Erelzi, its biosimilar to Amgen's Enbrel, to treat inflammatory diseases such as rheumatoid arthritis, psoriasis, and psoriatic arthritis. ~
BAC,BlackRock makes technology deal in cash management business June 27 BlackRock, the world's biggest asset manager, on Tuesday said it would buy a software company that helps businesses invest their cash, marking its second investment in a technology firm this month. ~
BLK,BRIEF-Blackrock to acquire Cachematrix * Deal not expected to be material to co's consolidated financial condition or results of operations ​ Source text for Eikon: Further company coverage: ~BlackRock makes technology deal in cash management business June 27 BlackRock, the world's biggest asset manager, on Tuesday said it would buy a software company that helps businesses invest their cash, marking its second investment in a technology firm this month. ~
COF,Capital One, Groupe Arnault back e-commerce fraud preventer Riskified NEW YORK, June 27 Riskified, an e-commerce fraud prevention startup, has raised $33 million in new funding from investors including Capital One Financial Corp and Groupe Arnault, which controls French luxury goods conglomerate LVMH, it said on Tuesday. ~
CMCSA.O,PRESS DIGEST- Wall Street Journal - June 27 June 27 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy. ~UPDATE 1-Charter, Comcast explore wireless partnership with Sprint-sources June 26 U.S. wireless carrier Sprint Corp is in talks with Charter Communications Inc and Comcast Corp about a partnership to boost the two U.S. cable companies' wireless offerings, according to sources familiar with the matter. ~REFILE-Sprint in exclusive talks with Charter, Comcast on wireless deal -WSJ June 26 Sprint Corp is in exclusive talks with Charter Communications Inc and Comcast Corp to explore a deal that could boost the cable companies' wireless service, The Wall Street Journal reported, citing people familiar with the matter. ~
DOW,UPDATE 1-Canada allows Dow, Dupont merger after firms agree to sell assets OTTAWA, June 27 Canada's Competition Bureau said on Tuesday it would allow a planned merger between DuPont and Dow Chemical Co after both firms agreed to dispose of some assets. ~Mexico watchdog gives conditional approval to Dow, DuPont merger MEXICO CITY Mexico's antitrust watchdog said on Tuesday that it has given approval to DuPont  and Dow Chemical Co  to merge on the condition that they sell certain crop protection products and other assets. ~Canada allows Dow, Dupont merger after firms agree to sell assets OTTAWA, June 27 Canada's Competition Bureau said on Tuesday it would allow a planned merger between DuPont and Dow Chemical Co after both firms agreed to dispose of some assets. ~Mexico watchdog gives conditional approval to Dow, DuPont merger MEXICO CITY, June 27 Mexico's antitrust watchdog said on Tuesday that it has given approval to DuPont and Dow Chemical Co to merge on the condition that they sell certain crop protection products and other assets. ~
DD,UPDATE 1-Canada allows Dow, Dupont merger after firms agree to sell assets OTTAWA, June 27 Canada's Competition Bureau said on Tuesday it would allow a planned merger between DuPont and Dow Chemical Co after both firms agreed to dispose of some assets. ~Mexico watchdog gives conditional approval to Dow, DuPont merger MEXICO CITY Mexico's antitrust watchdog said on Tuesday that it has given approval to DuPont  and Dow Chemical Co  to merge on the condition that they sell certain crop protection products and other assets. ~Canada allows Dow, Dupont merger after firms agree to sell assets OTTAWA, June 27 Canada's Competition Bureau said on Tuesday it would allow a planned merger between DuPont and Dow Chemical Co after both firms agreed to dispose of some assets. ~Mexico watchdog gives conditional approval to Dow, DuPont merger MEXICO CITY, June 27 Mexico's antitrust watchdog said on Tuesday that it has given approval to DuPont and Dow Chemical Co to merge on the condition that they sell certain crop protection products and other assets. ~
XOM,RPT-INSIGHT-In disaster's wake, BP doubles down on deepwater despite surging shale THUNDER HORSE OIL PLATFORM, Gulf of Mexico, June 27 A bout 300 BP workers commute 150 miles here by helicopter, from the Louisiana coast to a deep-sea drilling platform that can produce more oil in a day than a West Texas rig can pump in a year. ~INSIGHT-In disaster's wake, BP doubles down on deepwater despite surging shale THUNDER HORSE OIL PLATFORM, Gulf of Mexico, June 27 A bout 300 BP workers commute 150 miles here by helicopter, from the Louisiana coast to a deep-sea drilling platform that can produce more oil in a day than a West Texas rig can pump in a year. ~
FB.O,Facebook hits 2 billion user mark June 27 Facebook Inc Chief Executive Mark Zuckerberg said on Tuesday that the social media network had 2 billion monthly users. ~BRIEF-Facebook CEO Zuckerberg says Facebook has officially 2 bln people * Facebook CEO Mark Zuckerberg says in FB post "as of this morning, the facebook community is now officially 2 billion people" Source http://bit.ly/2sXrqKW ~BRIEF-FOX Sports partners with Facebook for 2017-18 UEFA Champions League season * Says has partnered with Facebook to stream UEFA Champions League matches via Facebook Live during the 2017-18 season Further company coverage: ~
FDX,BRIEF-Fedex site is down, working to resolve the issue - tweet * The Fedex site is down, working to resolve the issue - Fedex tweet Further company coverage: ~
F,BlackBerry seeks sales force to match software focus TORONTO Software maker BlackBerry Ltd's  long-running recovery effort has been slowed by a dearth of salespeople to promote its revamped and more complex products, with CEO John Chen pledging to hire more sales specialists to help achieve its growth target. ~BlackBerry seeks sales force to match software focus TORONTO, June 27 Software maker BlackBerry Ltd's long-running recovery effort has been slowed by a dearth of salespeople to promote its revamped and more complex products, with CEO John Chen pledging to hire more sales specialists to help achieve its growth target. ~
GE,BRIEF-GE awarded order from DF Energy- Romelectro * General Electric - awarded order from Consortium Duro Felguera (DF Energy) - Romelectro for technology in power plant from Romgaz in Iernut, Romania ~BRIEF-GE Oil & Gas, Eni East Africa sign long-term partnership to develop gas resources offshore of Mozambique * GE Oil & Gas and Eni East Africa sign long-term partnership to develop gas resources offshore of Mozambique ~
JPM,Bitcoin exchange operator tied to hacks gets 5-1/2 years U.S. prison NEW YORK A Florida man was sentenced on Tuesday to 5-1/2 years in prison after pleading guilty to operating an illegal bitcoin exchange suspected of laundering money for hackers and linked to a data breach at JPMorgan Chase & Co . ~Bitcoin exchange operator tied to hacks gets 5-1/2 years U.S. prison NEW YORK, June 27 A Florida man was sentenced on Tuesday to serve 5-1/2 years in prison after pleading guilty to operating an illegal bitcoin exchange suspected of laundering money for hackers and linked to a data breach at JPMorgan Chase & Co. ~
KHC.O,UPDATE 3-Nestle plans $20.8 bln share buyback amid Third Point pressure * Nestle to repurchase up to $20.8 billion in shares by June 2020 ~
MRK,UPDATE 2-Merck heart drug surprises with positive result; questions linger June 27 Merck & Co said on Tuesday its experimental cholesterol drug from a class with a history of consistent failure lowered deaths and heart attacks in a large trial, but the company has yet to decide whether to seek approval despite the surprise success. ~BRIEF-Merck provides update on reveal outcomes study of Anacetrapib * Merck provides update on reveal outcomes study of Anacetrapib ~Merck's cholesterol drug clears main goal in late-stage study June 27 Merck & Co Inc said on Tuesday its cholesterol drug met its main goal of reducing coronary heart diseases in a late-stage study. ~BRIEF-Ablynx achieves second milestone in immuno-oncology collaboration * ABLYNX ACHIEVES SECOND MILESTONE IN IMMUNO-ONCOLOGY COLLABORATION WITH MERCK & CO. , INC., KENILWORTH, NEW JERSEY, USA ~
MDLZ.O,Mondelez says has tech problems, unclear if from cyberattack ZURICH, June 27 Food group Mondelez International said employees in different regions were experiencing technical problems but it was unclear whether this was due to a cyberattack. ~
