AA,UPDATE 1-Alcoa signs Boeing deal worth more than $1 billion Sept 11 Alcoa Inc has signed a long-term contract to supply planemaker Boeing Co with aluminum sheet and plate that is worth more than $1 billion, the metals company said on Thursday. ~BRIEF-Alcoa signs multiyear supply contract with Boeing valued at more than $1 bln * Signs multiyear supply contract with Boeing valued at more than $1 billion ~Alcoa signs Boeing deal worth more than $1 bln Sept 11 Alcoa Inc has signed a long-term contract to supply planemaker Boeing Co with aluminum sheet and plate that is worth more than $1 billion, the metals company said on Thursday. ~
AGN,Allergan investors owning 35 percent to demand special meeting: sources NEW YORK Billionaire William Ackman has signed up Allergan  investors who combined own at least 35 percent of the company to call a special shareholder meeting, according to people familiar with the matter, giving the hedge fund manager a victory in his fight to acquire the Botox maker. ~UPDATE 3-Allergan investors owning 35 pct to demand special meeting -sources NEW YORK, Sept 11 Billionaire William Ackman has signed up Allergan investors who combined own at least 35 percent of the company to call a special shareholder meeting, according to people familiar with the matter, giving the hedge fund manager a victory in his fight to acquire the Botox maker. ~Allergan investors owning 35 pct to demand special meeting-sources NEW YORK, Sept 11 Billionaire William Ackman is close to signing up Allergan investors who combined own at least 35 percent of the Botox maker to call a special shareholder meeting, according to people familiar with the matter, giving the hedge fund manager a victory in his fight to acquire Allergan. ~
ADS,UPDATE 1-Alliance Data to buy Conversant for $2.3 bln Sept 11 Credit card processor Alliance Data Systems Corp said it will buy Conversant Inc  for about $2.3 billion in cash and stock to boost its digital marketing business. ~Alliance Data to buy Conversant for $2.3 bln Sept 11 Credit card processor Alliance Data Systems Corp said it will buy digital marketing company Conversant Inc for about $2.3 billion in cash and stock. ~
AAL.O,American Airlines scraps paper manuals for tablets to cut fuel costs Sept 10 American Airlines has won regulatory approval to swap flight attendants' paper manuals for lighter Samsung tablets in a change that will save nearly $1 million a year, the company said on Wednesday. ~
AAPL.O,Health developers, doctors want to see more from Apple's watch SAN FRANCISCO, Sept 11 Technology pundits were quick to predict the demise of most fitness wristbands and smartwatches when Apple Inc launched its Apple Watch. But healthcare professionals and fitness junkies were left wanting to see more. ~Fitch: iPhone Takes a Bite of the Mobile Card Payment Apple (The following statement was released by the rating agency) NEW YORK, September 11 (Fitch) Tuesday's unveiling of Apple Pay is widely  expected to further bolster growth of the evolving mobile payments landscape.  Apple may be better positioned to succeed where other institutions have had  limited success given the company's financial resources and history of strong  new product adoption, according to Fitch Ratings.   We believe that the impact of any success on the payments industry remains  un ~US STOCKS-Wall St edges down; energy shares extend decline NEW YORK, Sept 11 U.S. stocks were lower at midday on Thursday as energy shares extended their decline and shares of Apple dipped. ~REFILE-U.S. hearing aid sales dip in August (Corrects name to Industries from Industry in paragraph one) ~RPT-In search of the missing 'i' in Apple's Watch SAN FRANCISCO/NEW YORK, Sept 11 Apple Inc's  Tuesday launch was a marketing extravaganza stuffed full of gadgets, corporate hyperbole and celebrities of every stripe. One thing was missing: the "i" in front of the Watch. ~China misses out on first wave of new iPhone releases BEIJING Consumers in China, who represent an increasingly critical pillar of Apple Inc's business, will not be able to buy the new iPhone 6 as part of the first wave of buyers around the world this month. ~Apple payments service may boost sales of larger iPhones The addition of a mobile payments service to Apple Inc's next iPhone could help to boost sales of the larger-screen phones and claw back market share lost to mobiles running on Google Inc's Android platform. | Video  ~UPDATE 1-China misses out on first wave of new iPhone releases BEIJING, Sept 11 Millions of people in China, increasingly a critical pillar of Apple Inc's business, may have to wait until the year-end before they can buy the new iPhone 6. ~Swiss stocks - Factors to watch on Sept 11 ZURICH, Sept 11 Swiss stocks were expected to open higher on Thursday, in line with European markets seen tracking gains on Wall Street where Apple rebounded, boosted by bullish analyst notes. ~
T,Sprint seeks wireless partnerships to expand scale -CEO NEW YORK, Sept 11 Sprint Corp is seeking partners to expand its scale in the wireless market after the collapse of its long sought-after takeover of T-Mobile US Inc , Chief Executive Officer Marcelo Claure said on Thursday. ~
BA,UPDATE 1-REUTERS SUMMIT-Boeing, Airbus seriously studying speeding factories (Recasts and adds Airbus production outlook (For other news from the Reuters Aerospace and Defense Summit, click on http://www.reuters.com/summit/Aero14) ~Alcoa signs Boeing deal worth more than $1 billion Alcoa Inc  has signed a long-term contract to supply planemaker Boeing Co  with aluminum sheet and plate that is worth more than $1 billion, the metals company said on Thursday. ~UPDATE 1-Alcoa signs Boeing deal worth more than $1 billion Sept 11 Alcoa Inc has signed a long-term contract to supply planemaker Boeing Co with aluminum sheet and plate that is worth more than $1 billion, the metals company said on Thursday. ~REUTERS SUMMIT-Boeing says has looked seriously at 737 output above 47 a month WASHINGTON, Sept 11 Boeing Co has seriously considered increasing production of its 737 narrow-body airplanes to more than 47 a month, President and Chief Operating Officer Dennis Muilenburg said on Thursday. ~Boeing sees no production cut in move from 777 to 777X WASHINGTON Boeing Co  President and Chief Operating Officer Dennis Muilenburg said on Thursday the aircraft maker will not need to cut production as it makes the transition from its 777 jetliner to its new 777X model coming out in 2020. ~REUTERS SUMMIT-Boeing sees no production cut in move from 777 to 777X WASHINGTON, Sept 11    Boeing Co  President and Chief Operating Officer Dennis Muilenburg said on Thursday the aircraft maker will not need to cut production as it makes the transition from its 777 jetliner to its new 777X model coming out in 2020. ~Airbus executive says U.S. Ex-Im Bank is aggressive on lending NEW YORK The president of Airbus Americas Inc  said on Thursday that the U.S. Export-Import Bank is more aggressive in offering good credit terms to help finance foreign sales of Boeing Co  aircraft than European export credit agencies. ~BRIEF-Alcoa signs multiyear supply contract with Boeing valued at more than $1 bln * Signs multiyear supply contract with Boeing valued at more than $1 billion ~Alcoa signs Boeing deal worth more than $1 bln Sept 11 Alcoa Inc has signed a long-term contract to supply planemaker Boeing Co with aluminum sheet and plate that is worth more than $1 billion, the metals company said on Thursday. ~
CMCSA.O,Deals of the day- Mergers and acquisitions (Updates EMC; Adds Akorn, Comcast, Grupos Salinas, Lucchini, Dentsu Aegis, Slovenske Elektrarne, Enel, BauMax, Verizon, Wind, BSkyB, Allergan, Hapag-Lloyd, Douglas, Eastman Chemical and Vodafone) ~
DLTR.O,Some Dollar Tree investors see advantages if Family Dollar bid fails BOSTON, Sept 11 Some Dollar Tree Inc  investors are crossing their fingers the company doesn't succeed in its $8.5 billion takeover of Family Dollar Stores Inc , saying it could expand and repurchase stock with the $305 million breakup fee while avoiding all the risk of a major acquisition. ~UPDATE 2-Dollarama profit rises as stores increase, customers spend more Sept 11 Canadian dollar-store operator Dollarama Inc reported a 15 percent rise in quarterly profit as its number of stores increased and customers spent more per visit. ~
EMN,Eastman Chemical to buy Taminco for $1.8 billion Eastman Chemical Co  said it will buy Taminco Corp  for $1.8 billion to get a key chemical used in products for the food, agricultural and water treatment markets. ~US STOCKS-Taminco jumps after news of Eastman Chemical deal NEW YORK, Sept 11 Taminco Corp shares were up 11 percent on Thursday after Eastman Chemical Co  said it will acquire the specialty chemical company. ~
EBAY.O,EBay to launch an in-app mobile advertising network SAN FRANCISCO EBay Inc plans to launch an advertising network for its mobile app, moving the company into the lucrative, fast-growing market for ads on devices such as smart phones and tablets. ~EBay to launch an in-app mobile advertising network SAN FRANCISCO, Sept 11 EBay Inc plans to launch an advertising network for its mobile app, moving the company into the lucrative, fast-growing market for ads on devices such as smart phones and tablets. ~EBay chief technical officer departs to deal with family matters SAN FRANCISCO EBay Inc's Chief Technical Officer Mark Carges has resigned to focus on "a family matter," the online retailer said on Thursday without naming a replacement. ~EBay chief technical officer departs to deal with family matters SAN FRANCISCO, Sept 11 EBay Inc's Chief Technical Officer Mark Carges has resigned to focus on "a family matter," the online retailer said on Thursday without naming a replacement. ~
FB.O,UPDATE 1-Alliance Data to buy Conversant for $2.3 bln Sept 11 Credit card processor Alliance Data Systems Corp said it will buy Conversant Inc  for about $2.3 billion in cash and stock to boost its digital marketing business. ~
GM,UPDATE 1-GM revamping India operation, product portfolio to revive sales NEW DELHI, Sept 11 General Motors Co is restructuring its India operation and evaluating its product portfolio, the U.S.-carmaker said on Thursday, as it looks to revive falling sales and increase market share in Asia's third-largest economy. ~Opel to launch budget family car in Europe by 2015 FRANKFURT General Motors  will launch a budget family car under the Vauxhall and Opel brands next year in a bid to woo customers of the company's Chevrolet brand, which is set to be discontinued in Europe at the end of 2015. ~GM to launch 40 new cars in India, other international markets NEW DELHI, Sept 11 General Motors Co  plans to launch 40 new cars in India and in other international markets excluding China, north America and Europe, Chief Executive Mary Barra said on Thursday. ~
GS,BUZZ-U.S. Stocks on the Move-RadioShack, Lululemon, Energy Focus, Sprint (For faster updates on individual market-movers, Eikon users please use search string "STXBZ US"; for more market insights, including options activity, ; for the Day Ahead newsletter, http://link.reuters.com/mex49s; for the Morning News Call newsletter, http://link.reuters.com/nex49s) ~BUZZ-U.S. Stocks on the Move-RadioShack, Lululemon, Taminco, JDS (For faster updates on individual market-movers, Eikon users please use search string "STXBZ US"; for more market insights, including options activity, ; for the Day Ahead newsletter, http://link.reuters.com/mex49s; for the Morning News Call newsletter, http://link.reuters.com/nex49s) ~BUZZ-U.S. Stocks on the Move-RadioShack, Lululemon, JDS, Sigma (For faster updates on individual market-movers, Eikon users please use search string "STXBZ US"; for more market insights, including options activity, ; for the Day Ahead newsletter, http://link.reuters.com/mex49s; for the Morning News Call newsletter, http://link.reuters.com/nex49s) ~BUZZ-U.S. Stocks on the Move-E2open, RadioShack, Lululemon, Sigma (For faster updates on individual market-movers, Eikon users please use search string "STXBZ US"; for more market insights, including options activity, ; for the Day Ahead newsletter, http://link.reuters.com/mex49s; for the Morning News Call newsletter, http://link.reuters.com/nex49s) ~
HPQ,HP to buy cloud software startup in rare acquisition SAN FRANCISCO, Sept 11 Hewlett-Packard Co  plans to buy cloud software startup Eucalyptus Software, a rare acquisition for the company since its failed $11 billion purchase of Britain's Autonomy Plc in 2011. ~EMC plans to keep stake in VMware, despite investor pressure: source Boston EMC Corp plans to keep its majority stake in software maker VMware Inc despite pressure from activist hedge fund Elliott Management, a person familiar with EMC's thinking told Reuters on Thursday. ~
JPM,Colombia's Santos sees peso weakening towards 2,000-2,100 range BOGOTA, Sept 11 Colombia's President Juan Manuel Santos said on Thursday he expects the peso to continue its recent weakening and settle in a "reasonable" range of between 2,000 and 2,100 pesos per dollar, a trend that would boost competitiveness of exports. ~JP Morgan's Dimon finishes scheduled cancer treatments - WSJ Sept 11 JPMorgan Chase & Co CEO Jamie Dimon, who was diagnosed with throat cancer this year, finished his scheduled rounds of radiation and chemotherapy treatment this week, the Wall Street Journal said, citing people familiar with the matter. ~CORRECTED-Cyber breaches rare among U.S. state-registered investment advisers -study (Corrects fifth paragraph to show that study was not released at the annual conference, which is next week) ~
KR,UPDATE 3-Kroger boosted by acquisitions, raises profit view (Adds executive comment, updates share price, paragraphs 2-9) ~Kroger's quarterly profit rises 9 pct Sept 11 Kroger Co, the biggest U.S. supermarket operator, reported a 9 percent rise in quarterly profit, helped by the acquisition of grocer Harris Teeter Supermarkets Inc. ~
LMT,NASA prepares Orion capsule for debut deep-space test flight CAPE CANAVERAL, Fla., Sept. 11 A NASA spacecraft designed to one day fly astronauts to Mars rolled out of its processing hangar at the U.S. space agency's Kennedy Space Center in Florida on Thursday to be prepared for a debut test flight in December. ~REUTERS SUMMIT-U.S. says still advocating for Raytheon in Turkish missile tender (For other news from the Reuters Aerospace and Defense Summit, click on http://www.reuters.com/summit/Aero14) ~
MTB,UPDATE 1-M&T; Bank unit to pay $18.5 mln in SEC case over soured loans (Adds comments, details of Wilmington Trust and pending Hudson City mergers, bylines) ~M&T; Bank unit to pay $18.5 mln to settle SEC accounting violations WASHINGTON, Sept 11 A Delaware bank that is now owned by M&T; Bank will pay $18.5 million to settle civil charges over allegations it failed to report the true volume of overdue loans during the financial crisis. ~
MA,UPDATE 2-MasterCard loses EU court battle over cross-border fees * MasterCard says caps on credit and debit card fees will continue ~UPDATE 1-Indian card payment network RuPay sees boost from government banking scheme MUMBAI, Sept 11 A government drive to expand banking services in India is giving a boost to home-grown card payment network RuPay, which expects to quadruple the number of users by March and make debit cards more acceptable in a nation where cash is still king. ~Indian card payment network RuPay sees boost from govt banking scheme MUMBAI, Sept 11 A government drive to expand banking services in India is giving a boost to home-grown card payment network RuPay, which expects to quadruple the number of users by March and make debit cards more acceptable in a nation where cash is still king. ~Mastercard loses court challenge to EU fee veto LUXEMBOURG, Sept 11 Europe's highest court rejected on Thursday MasterCard's appeal against an EU veto on its cross-border card fees which regulators said were anti-competitive. ~
MS,Tianhe says Morgan Stanley PE stands by its management SHANGHAI, Sept 11 Tianhe Chemicals Group Ltd  said Morgan Stanley Private Equity Asia, one of its top investors, stands by the Chinese firm's management after Anonymous Analytics published a report last week accusing Tianhe of falsifying statements. ~
RL,UPDATE 1-Earthy elegance at Ralph Lauren tops off New York Fashion Week NEW YORK, Sept 11 Ralph Lauren capped a week of New York fashion shows on Thursday with a collection that mixed and matched a desert-inspired palette with fluid silks and glistening beads in what one observer praised as "safari goes glam." ~Earthy elegance at Ralph Lauren tops off New York Fashion Week NEW YORK, Sept 11 Ralph Lauren capped a week of New York fashion shows on Thursday with a collection that mixed and matched a desert-inspired palette with fluid silks and glistening beads in what one observer praised as "safari goes glam." ~
QCOM.O,UPDATE 2-China's antitrust regulators defend probes; Qualcomm inquiry nearly over BEIJING, Sept 11 China's three anti-monopoly regulators on Thursday launched a vigorous defence of their recent investigations into foreign companies, which have prompted mounting international criticism, and said they are not targeting multinational firms. ~
RTN,REUTERS SUMMIT-U.S. says still advocating for Raytheon in Turkish missile tender (For other news from the Reuters Aerospace and Defense Summit, click on http://www.reuters.com/summit/Aero14) ~
VAR,Philips, IBA strike partnership deal for cancer centres BRUSSELS, Sept 11 Philips and Belgium's Ion Beam Applications announced a partnership on Thursday designed to combine IBA's cancer-therapy technology with Philips' medical imaging systems. ~
