ABT,UPDATE 4-St Jude stock shorted on heart device hacking fears; shares drop Aug 25 The stock of pacemaker manufacturer St. Jude Medical Inc fell sharply on Thursday after short-selling firm Muddy Waters said it had placed a bet that the shares would fall, claiming its implanted heart devices were vulnerable to cyber attacks. ~
AMZN.O,Amazon launches Amazon Vehicles to help car buyers Amazon.com  on Thursday launched Amazon Vehicles, an online platform for users to research on cars, auto parts and accessories. ~Amazon launches Amazon Vehicles to help car buyers Aug 25 Amazon.com on Thursday launched Amazon Vehicles, an online platform for users to research on cars, auto parts and accessories. ~UPDATE 2-RTL revenues slide as FremantleMedia disappoints * Shares down 1.6 pct   (Adds executive, analyst comment, background, updates shares) ~
AAPL.O,Brussels rebuffs U.S. attack on EU tax investigations BRUSSELS The European Commission rebuffed an attack by the U.S. Treasury on its investigations into alleged sweetheart tax deals between companies such as Apple  and McDonald's  and European governments, saying there was no anti-U.S. bias. ~Samsung, Tencent surge in race to become Asia's most valuable firm SINGAPORE Tencent Holdings Ltd  and Samsung Electronics Co Ltd  are racing to be crowned Asia's most valuable company as expectations for robust earnings growth push their share prices to record highs. | Video  ~
BLK,BRIEF-Blackrock launches Blackrock impact bond fund * Says fund will trade under ticker BIIIX  Source text for Eikon:  Further company coverage: ~
BA,UPDATE 3-Japan's ANA finds problem with Boeing 787 Rolls-Royce engines, cancels some flights * Says will cancel nine Friday flights, more likely   (Adds Rolls-Royce share price, analyst comment) ~
CVX,PRESS DIGEST - Wall Street Journal - Aug 25 Aug 25 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy. ~
DG,UPDATE 4-Dollar General takes the battle to Wal-Mart with price cuts * Dollar Tree 2nd-qtr sales $5.00 bln vs est $5.09 bln   (Adds details from Dollar General call, analyst comment, updates shares) ~BRIEF-Dollar General sees EPS cut of about $0.02-$0.03 in Q3 * Dollar General sees reduction of about $0.02 to $0.03 in diluted EPS during Q3 2016, primarily related to closed store lease obligations ~BRIEF-Dollar General Q2 earnings per share $1.08 * Dollar general reports second quarter 2016 financial results ~Discount retailer Dollar General's sales miss estimates Aug 25 Discount retailer Dollar General Corp  reported lower-than-expected quarterly sales, hurt by lower food prices, growing competition and as its low-income customer base was hurt by several states reducing food stamp coverage. ~
DLTR.O,US STOCKS-Wall St flat as financials offset consumer declines; Fed eyed * Dow down 0.1 pct, S&P; up 0.02 pct, Nasdaq up 0.09 pct   (Updates to early afternoon) ~BRIEF-Dollar Tree CFO- "Consumer still seeing a lot of pressure on costs increase with rent and food and health care and taxes" * On conf call-  opened a total of 99 new Dollar Tree stores in Q2 ~Dollar Tree quarterly sales miss estimates Dollar Tree Inc , the biggest U.S. discount chain, reported lower-than-expected quarterly comparable sales and cited a "challenging" retail environment. ~Dollar Tree quarterly sales miss estimates Aug 25 Dollar Tree Inc, the biggest U.S. discount chain, reported lower-than-expected quarterly comparable sales and cited a "challenging" retail environment. ~BRIEF-Dollar Tree Q2 EPS $0.72 * Dollar tree, Inc reports results for the second quarter fiscal 2016 ~
MDT,UPDATE 2-Medtronic's profit beats estimates on lower costs * Shares down 1.2 pct in early trading   (Adds details, forecast, updates shares) ~Medtronic's quarterly revenue falls 1.5 pct Aug 25  Medtronic Plc, the world's largest standalone medical device maker, reported a 1.5 percent dip in quarterly revenue, as sales for its heart, vascular and minimally invasive products fell. ~
KORS.N,UPDATE 4-Lower precious-metal costs add sparkle to Tiffany's profit * Shares rise 8 pct   (Adds comment, background, updates shares) ~
MON,Argentine soy growers fret seed royalties bill might favor Monsanto BUENOS AIRES, Aug 25 Argentine soy farmers fear they will get shortchanged under a proposal they say would favor U.S. agricultural company Monsanto Co by forcing them to pay royalties on seeds grown on their own farms using the company's genetically modified technology. ~Exclusive: Monsanto pulls new GM cotton seed from India in protest NEW DELHI Monsanto Co  has withdrawn an application seeking approval for its next generation of genetically modified cotton seeds in India, a major escalation in a long-running dispute between New Delhi and the world's biggest seed maker. ~GM mustard clears hurdle in India but more remain NEW DELHI A government panel has cleared commercial use of what would be India's first genetically modified (GM) food crop, but politicians still have to give final approvals amid wide-spread public opposition. ~UPDATE 2-GM mustard clears hurdle in India but more remain * Final decision needed by minister; opposition likely   (Adds environment ministry comment in paragraph 5) ~India government panel clears GM mustard but hurdles remain -sources NEW DELHI, Aug 25 A government panel has cleared commercial use of what would be India's first genetically modified (GM) food crop, but the political establishment will still have to give final approvals amid wide-spread public opposition to the technology. ~
TIF,UPDATE 4-Lower precious-metal costs add sparkle to Tiffany's profit * Shares rise 8 pct   (Adds comment, background, updates shares) ~BRIEF-Tiffany & Co saw uptrend in UK immediately following the Brexit vote * Saw uptrend in the UK immediately following the Brexit vote - conf call ~BRIEF-Tiffany Reports Q2 Results: Full Year Earnings Outlook is Maintained * Tiffany reports second quarter results: full year earnings outlook is maintained ~Luxury jeweler Tiffany's comparable sales miss estimates Aug 25 Tiffany & Co's second-quarter comparable sales declined more than analysts expected due to lower tourist traffic and a strong dollar that eroded revenue from markets outside the United States. ~
