GOOGL.O,UPDATE 2-Microsoft, publishers try to stop 'catastrophic' Google EU deal * Deal will only escalate market abuse, Google rival says   (adds details about complainants) ~Google to refund $19 million in kids' in-app purchase case: U.S WASHINGTON Google Inc has agreed to refund at least $19 million to parents who were unfairly billed for charges racked up by children playing video games such as Ice Age Village and Air Penguins on smartphones and tablets. ~UPDATE 2-Google to refund $19 million in kids' in-app purchase case -U.S. (Adds comment from FTC Chairwoman Edith Ramirez, share price, other details) ~RPT-Google to refund $19 million in kids' in-app purchase case -U.S. WASHINGTON, Sept 4 Google Inc has agreed to refund at least $19 million to settle charges that it unfairly billed parents for purchases that their children made while playing video games like Ice Age Village and Air Penguins on mobile devices. ~Google to refund $19 million in kids' in-app purchase case -U.S. WASHINGTON, Sept 4 Google Inc has agreed to refund at least $19 million to settle charges that it unfairly billed parents for purchases that their children made while playing video games like Ice Age Village and Air Penguins on mobile devices. ~Microsoft, publishers try to stop 'catastrophic' Google EU deal * EU's Almunia has 2 months to decide before leaving office ~AirBnB partners with Nest to equip some homes with thermostats SAN FRANCISCO Home rental service AirBnB will offer free smart thermostats from Google Inc-owned   Nest to 500 of its hosts in the United States, the first step in a partnership that could lead to broader cooperation between the two technology companies. ~AirBnB partners with Nest to equip some homes with thermostats SAN FRANCISCO, Sept 4 Home rental service AirBnB will offer free smart thermostats from Google Inc-owned   Nest to 500 of its hosts in the United States, the first step in a partnership that could lead to broader cooperation between the two technology companies. ~
GOOG.O,UPDATE 2-Microsoft, publishers try to stop 'catastrophic' Google EU deal * Deal will only escalate market abuse, Google rival says   (adds details about complainants) ~Google to refund $19 million in kids' in-app purchase case: U.S WASHINGTON Google Inc has agreed to refund at least $19 million to parents who were unfairly billed for charges racked up by children playing video games such as Ice Age Village and Air Penguins on smartphones and tablets. ~UPDATE 2-Google to refund $19 million in kids' in-app purchase case -U.S. (Adds comment from FTC Chairwoman Edith Ramirez, share price, other details) ~RPT-Google to refund $19 million in kids' in-app purchase case -U.S. WASHINGTON, Sept 4 Google Inc has agreed to refund at least $19 million to settle charges that it unfairly billed parents for purchases that their children made while playing video games like Ice Age Village and Air Penguins on mobile devices. ~Google to refund $19 million in kids' in-app purchase case -U.S. WASHINGTON, Sept 4 Google Inc has agreed to refund at least $19 million to settle charges that it unfairly billed parents for purchases that their children made while playing video games like Ice Age Village and Air Penguins on mobile devices. ~Microsoft, publishers try to stop 'catastrophic' Google EU deal * EU's Almunia has 2 months to decide before leaving office ~AirBnB partners with Nest to equip some homes with thermostats SAN FRANCISCO Home rental service AirBnB will offer free smart thermostats from Google Inc-owned   Nest to 500 of its hosts in the United States, the first step in a partnership that could lead to broader cooperation between the two technology companies. ~AirBnB partners with Nest to equip some homes with thermostats SAN FRANCISCO, Sept 4 Home rental service AirBnB will offer free smart thermostats from Google Inc-owned   Nest to 500 of its hosts in the United States, the first step in a partnership that could lead to broader cooperation between the two technology companies. ~
AMZN.O,UPDATE 1-Amazon, U.S. mail test grocery deliveries around San Francisco SAN FRANCISCO, Sept 4 Amazon.com Inc  has begun using the U.S. Postal Service to deliver groceries on a trial basis in the San Francisco area, in a potential boost for the online retailer's fledgling but gradually expanding "AmazonFresh" service. ~Amazon, U.S. mail test grocery deliveries around San Francisco SAN FRANCISCO, Sept 4 Amazon.com Inc  has begun using the U.S. Postal Service to deliver groceries on a trial basis in the San Francisco area, in a potential boost for the online retailer's fledgling but gradually expanding "AmazonFresh" service. ~
AAPL.O,Apple's smartwatch to have NFC technology - WSJ Sept 4 Apple Inc plans to include near-field communication (NFC), a technology that can be used to make payments wirelessly, in its  upcoming smartwatch, the Wall Street Journal reported, citing people familiar with the matter. ~U.S. watchdogs accuse Chinese Apple supplier of unsafe work conditions Working conditions at a Chinese factory supplying parts for Apple Inc iPads and MacBooks are dangerous and have even deteriorated since they were highlighted a year ago, two labor watchdogs said on Thursday. ~U.S. watchdogs accuse Chinese Apple supplier of unsafe work conditions Sept 4 Working conditions at a Chinese factory supplying parts for Apple Inc iPads and MacBooks are dangerous and have even deteriorated since they were highlighted a year ago, two labour watchdogs said on Thursday. ~Microsoft launches new 'affordable flagship' Lumia smartphone BERLIN Fresh from acquiring Nokia's handset business, Microsoft unveiled the first of its new range of Lumia smartphones on Thursday, priced to challenge a market dominated by volume leader Samsung and Apple Inc. ~Microsoft launches new "affordable flagship" Lumia smartphone BERLIN, Sept 4 Fresh from acquiring Nokia's handset business, Microsoft unveiled the first of its new range of Lumia smartphones on Thursday, priced to challenge a market dominated by volume leader Samsung and Apple Inc. ~GLOBAL MARKETS-Stocks, euro dip ahead of ECB meeting * European markets dip, expectations for ECB policy action cool ~GLOBAL MARKETS-Asian shares hold near 7-year high on Ukraine, ECB hopes * Samsung Electronics up as rival Apple hit by security concerns ~
ADP.O,US STOCKS-Wall St gains on sturdy data, ECB rate cut and credit plan * Indexes up: Dow 0.38 pct, S&P; 0.43 pct, Nasdaq 0.64 pct   (Adds comments, data, updates to market open) ~US STOCKS-Wall St to open higher after ECB announcement, data * ADP payrolls short of estimates, initial claims up a tad ~UPDATE 1-U.S. private sector adds 204,000 jobs in August - ADP NEW YORK, Sept 4 U.S. companies hired 204,000 workers in August, below what analysts had projected as well as the level set in July, a report by a payrolls processor released on Thursday showed. ~U.S. private sector adds 204,000 jobs in August - ADP NEW YORK, Sept 4 U.S. companies hired 204,000 workers in August, below what analysts had projected as well as the level set in July, a report by a payrolls processor released on Thursday showed. ~US STOCKS-Futures higher ahead of ECB, flurry of data * Tibco Software gains before open; to review alternatives ~
BA,Boeing raises China plane demand forecast 8 percent as overseas travel grows BEIJING Boeing Co said on Thursday it expects China to need more than 6,020 aircraft in the next 20 years, an 8 percent rise over last year's two-decade estimate, as growing overseas leisure travel drives demand for single-aisle and wide body planes. ~UPDATE 1-Boeing raises China plane demand forecast 8 percent as overseas travel grows BEIJING, Sept 4 Boeing Co said on Thursday it expects China to need more than 6,020 aircraft in the next 20 years, an 8 percent rise over last year's two-decade estimate, as growing overseas leisure travel drives demand for single-aisle and wide body planes. ~Boeing raises China 20-year aircraft demand forecast 8 percent BEIJING, Sept 4 Boeing Co said on Thursday it expects China to need more than 6,020 aircraft in the next 20 years, an 8 percent rise over last year's two-decade estimate, as growing overseas leisure travel drives demand for single-aisle and wide body planes. ~
C,Parmalat ordered to pay Citibank $431 million: lawyers MILAN An Italian court upheld a ruling by a U.S. court for dairy group Parmalat  to pay Citibank  $431 million in damages in a case relating to the Italian company's 2003 bankruptcy, lawyers for the U.S. bank said on Thursday. ~Parmalat ordered to pay Citibank $431 mln - lawyers MILAN, Sept 4 An Italian court upheld a ruling by a U.S. court for dairy group Parmalat to pay Citibank $431 million in damages in a case relating to the Italian company's 2003 bankruptcy, lawyers for the U.S. bank said on Thursday. ~
EBAY.O,Mithril Capital leads $40 million financing in Fractyl Labs Sept 4 Fractyl Laboratories Inc, which is developing a therapy to treat type 2 diabetes, said it has raised $40 million in series C funding led by investment firm Mithril Capital Management. ~
EXPE.O,Australia watchdog defers ruling on Expedia acquisition of Wotif SYDNEY Australia's competition watchdog has deferred a ruling on travel firm Expedia Inc's  proposed acquisition of Wotif.com Holdings Ltd  until Oct. 2, sending the Australian company's shares down as much as 7.4 percent. ~Australia watchdog defers ruling on Expedia acquisition of Wotif SYDNEY, Sept 4 Australia's competition watchdog has deferred a ruling on travel firm Expedia Inc's  proposed acquisition of Wotif.com Holdings Ltd until Oct. 2, sending the Australian company's shares down as much as 7.4 percent. ~
XOM,Exxon invests more in European refining LONDON, Sept 4 ExxonMobil is to pump more money into European refining, with the upgrade of a unit at its Slagen refinery in Norway, bucking an industry trend which has seen some plants in the region closing, and others on death watch. ~
FSLR.O,Some fund managers take shine to pricey solar stocks BOSTON, Sept 4 Some notable fund managers are betting on solar energy shares, expecting a wave of industry consolidation and lower costs to pay off for the notoriously volatile industry. ~
GS,Ex-Goldman trio calls off emerging-market private equity venture - FT Sept 4 DMC Partners, a private equity firm co-founded by three former Goldman Sachs bankers, has called off its $2 billion investment venture targeting Russian deals amid ongoing conflict in Ukraine, the Financial Times reported, citing sources familiar with the matter. ~Goldman Sachs plans debut sukuk issue as Islamic finance goes mainstream DUBAI/KUALA LUMPUR Goldman Sachs is reviving plans to raise at least $500 million with its first issue of Islamic bonds, a sign that Islamic finance is going mainstream as big conventional banks seek to tap Middle Eastern money. ~UPDATE 3-Goldman Sachs plans debut sukuk issue as Islamic finance goes mainstream * Changes structure after issue plan in 2011 hit controversy   (Adds details of plan) ~Goldman Sachs wins role stabilizing early trade in Alibaba IPO: source Goldman Sachs Group Inc will be the bank in charge of overseeing early share trading in China's Alibaba Group Holding Ltd's initial public offering, according to a source. ~Goldman Sachs plans benchmark-size dollar sukuk issue -leads DUBAI, Sept 4 Goldman Sachs is preparing to issue benchmark-sized, U.S. dollar-denominated sukuk with a wakala structure after announcing plans to meet fixed income investors, according to leads. ~Goldman Sachs wins role stabilizing early trade in Alibaba IPO: source Goldman Sachs Group Inc  will be the bank in charge of overseeing early share trading in China's Alibaba Group Holding Ltd's  initial public offering, according to a source. ~Goldman Sachs wins role stabilizing early trade in Alibaba IPO-source Sept 3 Goldman Sachs Group Inc will be the bank in charge of overseeing early share trading in China's Alibaba Group Holding Ltd's  initial public offering, according to a source. ~
HAL,Timeline: BP oil spill litigation at a glance BP Plc  was found "grossly negligent" on Thursday by a federal judge in connection with its role in the 2010 Gulf of Mexico oil spill. The decision by U.S. District Judge Carl Barbier in New Orleans, who oversees litigation related to the disaster, is likely to boost the British oil company's costs emerging from the biggest offshore spill in U.S. history. ~TIMELINE-BP oil spill litigation at a glance Sept 4 BP Plc was found "grossly negligent" on Thursday by a federal judge in connection with its role in the 2010 Gulf of Mexico oil spill. The decision by U.S. District Judge Carl Barbier in New Orleans, who oversees litigation related to the disaster, is likely to boost the British oil company's costs emerging from the biggest offshore spill in U.S. history. : ~
HD,UPDATE 3-Home Depot in contact with Secret Service over alleged breach -source WASHINGTON, Sept 4 Home improvement retailer Home Depot Inc has been in contact with the U.S. Secret Service about an alleged major breach of customer and credit card data that came to light this week, a law enforcement source told Reuters on Thursday. ~Home Depot in contact with Secret Service over alleged breach-source WASHINGTON, Sept 4 Home Depot has been in contact with the U.S. Secret service about an alleged major breach of customer and credit card data that came to light this week, a law enforcement source told Reuters. ~
JPM,Stolen JPMorgan data rerouted to Russia: Bloomberg Investigators working on the cyber attack at JPMorgan Chase & Co have found clues that a global network of computers available for hire was used to send the stolen data to a Russian city, Bloomberg reported, citing people familiar with the ongoing probe at the bank. ~Stolen JPMorgan data rerouted to Russia - Bloomberg Sept 4 Investigators working on the cyber attack at JPMorgan Chase & Co have found clues that a global network of computers available for hire was used to send the stolen data to a Russian city, Bloomberg reported, citing people familiar with the ongoing probe at the bank. ~
MCD,U.S. fast-food workers set for walkouts to demand wage hike Sept 4 Fast-food workers in more than 150 U.S. cities are planning protests on Thursday to press for a wage increase to $15 an hour and allow them to unionize jobs from the fry-basket at McDonald's to the cash register at Burger King. ~
MRK,UPDATE 2-U.S. approves Merck immune-stimulating drug for melanoma Sept 4 U.S. regulators on Thursday approved the use of Merck & Co Inc's immuno-oncology drug Keytruda, also known as pembrolizumab, as a treatment for patients with advanced melanoma who are no longer responding to other therapies. ~U.S. FDA approves Merck immune-stimulating drug for melanoma Sept 4 U.S. regulators on Thursday approved the use of Merck & Co Inc's immuno-oncology drug Keytruda, also known as pembrolizumab, as a treatment for patients with advanced melanoma who are no longer responding to other therapies. ~
MET,UPDATE 2-MetLife considers fight against US government's systemic tag WASHINGTON, Sept 4 Insurer MetLife said it is exploring ways to fight the U.S. government's proposal on Thursday to deem it "systemically important" and subject it to stronger regulatory oversight. ~
MSFT.O,UPDATE 2-Microsoft, publishers try to stop 'catastrophic' Google EU deal * Deal will only escalate market abuse, Google rival says   (adds details about complainants) ~DataStax raises $106 million to take on Oracle, Microsoft SAN FRANCISCO DataStax, which helps companies deal with the vast troves of data scattered around the Internet, said it had raised $106 million, further enabling it take on incumbents such as Oracle Corp  and Microsoft Corp . ~DataStax raises $106 mln to take on Oracle, Microsoft SAN FRANCISCO, Sept. 4 DataStax, which helps companies deal with the vast troves of data scattered around the Internet, said it had raised $106 million, further enabling it take on incumbents such as Oracle Corp and Microsoft Corp. ~Getty Images sues Microsoft over new online photo tool NEW YORK A new Microsoft Corp product that allows website publishers to embed digital photographs on their sites is a "massive infringement" of copyrighted images, Getty Images Inc [GETTY.UL] claimed in a lawsuit filed in federal court in New York on Thursday. ~UPDATE 1-Getty Images sues Microsoft over new online photo tool NEW YORK, Sept 4 A new Microsoft Corp  product that allows website publishers to embed digital photographs on their sites is a "massive infringement" of copyrighted images, Getty Images Inc claimed in a lawsuit filed in federal court in New York on Thursday. ~Getty Images sues Microsoft over new online photo tool NEW YORK, Sept 4 A new Microsoft Corp  product that allows website publishers to embed digital photographs on their sites is a "massive infringement" of copyrighted images, Getty Images Inc claimed in a lawsuit filed in federal court in New York on Thursday. ~Microsoft, publishers try to stop 'catastrophic' Google EU deal * EU's Almunia has 2 months to decide before leaving office ~Microsoft launches new 'affordable flagship' Lumia smartphone BERLIN Fresh from acquiring Nokia's handset business, Microsoft unveiled the first of its new range of Lumia smartphones on Thursday, priced to challenge a market dominated by volume leader Samsung and Apple Inc. ~Microsoft launches new "affordable flagship" Lumia smartphone BERLIN, Sept 4 Fresh from acquiring Nokia's handset business, Microsoft unveiled the first of its new range of Lumia smartphones on Thursday, priced to challenge a market dominated by volume leader Samsung and Apple Inc. ~
MS,Morgan Stanley loses lawsuit to overturn $8 mln arbitration ruling Sept 4 A federal judge upheld an $8 million arbitration ruling against Morgan Stanley in favor of a former energy trader who said he was improperly terminated after refusing to meet with New York law enforcement authorities. ~Macquarie, Orix among suitors for $5 bln Awas aircraft portfolio: sources SINGAPORE/NEW YORK Australia's Macquarie Group Ltd  and Japan's Orix Corp  are among a handful of companies exploring binding offers for the $5 billion aircraft portfolio being sold by Dublin-based lessor Awas, people familiar with the matter said. ~EU executive clears acquisition of Morgan Stanley's oil unit by Rosneft BRUSSELS The European Commission has approved the acquisition of parts of Morgan Stanley's Global Oil Merchanting Unit by OJSC Oil Company Rosneft of Russia, the Commission said on Thursday. ~MOVES - JPM lures Morgan Stanley VP for FIG business LONDON, Sept 4 (IFR) - JP Morgan has lured Kiran Karia a FIG DCM banker from Morgan Stanley, less than two months after it put three bankers in that division at risk, according to market sources. ~EU exec clears acquisition of Morgan Stanley's oil unit by Rosneft BRUSSELS, Sept 4 The European Commission has approved the acquisition of parts of Morgan Stanley's Global Oil Merchanting Unit by OJSC Oil Company Rosneft of Russia, the Commission said on Thursday. ~
