BA,Boeing machinists to vote on company's revised offer, union says CHICAGO, Dec 21 Unionized workers at Boeing Co  who resoundingly rejected a proposed contract last month will get a chance to vote on the company's latest offer, the union's national office said on Saturday, despite opposition to the revised deal from local labor leaders. ~Snub of Boeing-made fighter rattles Missouri manufacturers Brazil's decision not to buy the American F/A-18 Super Hornet fighter jet, and instead purchase an untested plane from a Swedish rival, hit the rural Missouri town of Alton this week, where Chet Sisco's family-owned company has made parts for Boeing Co planes for nearly four decades. ~Snub of Boeing-made fighter rattles Missouri manufacturers Dec 21 Brazil's decision not to buy the American F/A-18 Super Hornet fighter jet, and instead purchase an untested plane from a Swedish rival, hit the rural Missouri town of Alton this week, where Chet Sisco's family-owned company has made parts for Boeing Co planes for nearly four decades. ~Analysis: Lost Brazil order raises threat to Boeing fighter jets WASHINGTON Brazil's decision to buy Swedish fighter jets instead of F/A-18 Super Hornets from Boeing eliminates its most promising foreign-sales prospect just as the U.S. company faces critical decisions about extending the jet's production line past 2016. ~Boeing shortens list of sites to build 777X by cutting North Carolina WINSTON-SALEM, North Carolina North Carolina said on Friday it was no longer in the running to build Boeing Co's  new commercial jetliner, as the Chicago-based company shortened its list of potential sites for the factory. ~Boeing shortens list of sites to build 777x by cutting N. Carolina WINSTON-SALEM, N.C., Dec 20 North Carolina said on Friday it was no longer in the running to build Boeing Co's  new commercial jetliner, as the Chicago-based company shortened its list of potential sites for the factory. ~
CSCO.O,Germany should ban U.S. contracting companies passing data to NSA-report BERLIN, Dec 21 U.S. contracting companies such as Cisco, which manages much of the German armed forces' data, should be contractually barred from passing sensitive information to the U.S. security services, a spokesman for Chancellor Angela Merkel's conservatives was quoted saying. ~
LMT,S.Korea unlikely to finalize Lockheed F-35 order until summer '14 WASHINGTON, Dec 20 South Korea is unlikely to finalize any orders for the Lockheed Martin Corp F-35 stealth fighter jet until the summer or fall of 2014, after it redoes a complicated acquisition process, according to three sources familiar with the issue. ~Lockheed wins $562 million contract to modify F-22 fighter WASHINGTON Lockheed Martin Corp  has won a contract valued at up to $562 million to provide nine months of support, logistics and modifications for the stealthy F-22 fighter jet, the Pentagon announced on Friday. ~Lockheed wins $562 million contract to modify F-22 fighter WASHINGTON, Dec 20 Lockheed Martin Corp  has won a contract valued at up to $562 million to provide nine months of support, logistics and modifications for the stealthy F-22 fighter jet, the Pentagon announced on Friday. ~
TGT,UPDATE 3-Millions of Target shoppers face new debit card limits NEW YORK, Dec 21 At least 2 million shoppers who used bank debit cards at Target Corp stores during its recent data breach are facing lower limits on how much cash they can take out of teller machines and spend at stores. ~UPDATE 3-Target probe eyes overseas hackers; stolen cards for sale online WASHINGTON, Dec 20 Investigators believe that overseas hackers were responsible for the cyber attack on U.S. retailer Target Corp that compromised up to 40 million payment cards during the first three weeks of the holiday shopping season, a person familiar with the matter said on Friday. ~
