NKE,Soccer-Nike in multi-year deal to supply Tottenham kit LONDON, July 1 Nike, the world's largest footwear maker, have signed a multi-year agreement to become Premier League club Tottenham Hotspur’s official kit supplier from next season. ~
SBUX.O,Muslim leader urges Indonesians to boycott Starbucks over LGBT stand JAKARTA, July 1 A leader of Indonesia's second-largest Muslim organisation has called for a boycott of Starbucks, saying that the international coffee chain's pro-gay stand risks ruining the "religious and cultured" core of the Southeast Asian nation. ~
