T,AT&T; reaches deal to buy Time Warner for more than $80 billion: WSJ AT&T; Inc  reached a deal to buy media company Time Warner Inc  for more than $80 billion, The Wall Street Journal reported on Saturday. ~AT&T; reaches deal to buy Time Warner for more than $80 billion -WSJ Oct 22 AT&T; Inc reached a deal to buy media company Time Warner Inc for more than $80 billion, The Wall Street Journal reported on Saturday. ~
TWX,Trump says will not approve AT&T-Time; Warner deal if elected U.S. president Donald Trump, the Republican Party's candidate in the Nov. 8 U.S. presidential election, said on Saturday he would not approve a proposed deal for AT&T; Inc to buy Time Warner Inc if he is elected. | Video  ~AT&T; reaches deal to buy Time Warner for more than $80 billion: WSJ AT&T; Inc  reached a deal to buy media company Time Warner Inc  for more than $80 billion, The Wall Street Journal reported on Saturday. ~AT&T; reaches deal to buy Time Warner for more than $80 billion -WSJ Oct 22 AT&T; Inc reached a deal to buy media company Time Warner Inc for more than $80 billion, The Wall Street Journal reported on Saturday. ~
