AAPL.O,Wall Street little changed as bank rally pauses U.S. stocks ended little changed on Friday after a payrolls report did little to recast expectations for an interest rate hike from the Federal Reserve this month and bank stocks cooled to round out their fourth straight week of gains. | Video  ~
GE,For Apple and others, tin supply chain has ties to rebel-held Myanmar mine   ~How a rebel Myanmar tin mine may up-end a global supply chain   ~How a rebel Myanmar tin mine may up-end a global supply chain   ~
