BA,AIRSHOW-Boeing sees strong interest in potential new 737 model PARIS, June 18 Boeing has received strong interest in a potential new member of its best-selling 737 aircraft range, the planemaker's new commercial chief said on Sunday. ~
RTN,Raytheon to restart SM-2 missile line after $650m sale-executive PARIS June 18 U.S. missile maker Raytheon plans to announce it will restart its Standard Missile 2 (SM-2) production line after a $650 million dollar order from four U.S. allies, the president of Raytheon's Missile Systems, Taylor Lawrence, said on Sunday. ~
WMT,With Whole Foods, Amazon on collision course with Wal-Mart CHICAGO/SAN FRANCISCO, June 18 When Wal-Mart Stores Inc bought online retailer Jet.com for $3 billion last year, it marked a crucial moment - the world's largest brick-and-mortar retailer, after years of ceding e-commerce leadership to arch rival Amazon, intended to compete. ~
