GOOGL.O,Google should pay authors for scanned books, U.S. appeals court told NEW YORK Google Inc's massive effort to scan millions of books for a digital library violates copyright law, illegally depriving authors of licensing fees, royalties and sales, a lawyer for a group of authors told a U.S. appeals court on Wednesday. ~Google should pay authors for scanned books, U.S. appeals court told NEW YORK Google Inc's massive effort to scan millions of books for a digital library violates copyright law, illegally depriving authors of licensing fees, royalties and sales, a lawyer for a group of authors told a U.S. appeals court on Wednesday. ~Google should pay authors for scanned books, U.S. appeals court told NEW YORK, Dec 3 Google Inc's massive effort to scan millions of books for a digital library violates copyright law, illegally depriving authors of licensing fees, royalties and sales, a lawyer for a group of authors told a U.S. appeals court on Wednesday. ~Google to introduce child-friendly versions of products-USA Today Google Inc plans to roll out child-friendly versions of its most popular products in a bid to be "fun and safe for children", USA Today reported, quoting Pavni Diwanji, the company's vice president of engineering. ~Google to introduce child-friendly versions of products-USA Today Dec 3 Google Inc plans to roll out child-friendly versions of its most popular products in a bid to be "fun and safe for children", USA Today reported, quoting Pavni Diwanji, the company's vice president of engineering. ~Britain targets multinationals that try to dodge taxes LONDON Britain plans to introduce a tax to target multinationals such as Google Inc  and Amazon Inc  accused of using complex accounting schemes to cut their payments on earnings in the country. ~UPDATE 3-Britain targets multinationals that try to dodge taxes * Expects to raise more than 1 bln stg over five years   (Adds Breakingviews link) ~Luxottica signs deal with Intel to develop hi-tech glasses MILAN Italy's Luxottica is joining forces with U.S. chipmaker Intel Corp to develop glasses that combine its top fashion brands with technology that could allow wearers to access information about their health or location. ~Luxottica signs deal with Intel to develop hi-tech glasses MILAN, Dec 3 Italy's Luxottica is joining forces with U.S. chipmaker Intel Corp to develop glasses that combine its top fashion brands with technology that could allow wearers to access information about their health or location. ~
GOOG.O,Google should pay authors for scanned books, U.S. appeals court told NEW YORK Google Inc's massive effort to scan millions of books for a digital library violates copyright law, illegally depriving authors of licensing fees, royalties and sales, a lawyer for a group of authors told a U.S. appeals court on Wednesday. ~Google should pay authors for scanned books, U.S. appeals court told NEW YORK Google Inc's massive effort to scan millions of books for a digital library violates copyright law, illegally depriving authors of licensing fees, royalties and sales, a lawyer for a group of authors told a U.S. appeals court on Wednesday. ~Google should pay authors for scanned books, U.S. appeals court told NEW YORK, Dec 3 Google Inc's massive effort to scan millions of books for a digital library violates copyright law, illegally depriving authors of licensing fees, royalties and sales, a lawyer for a group of authors told a U.S. appeals court on Wednesday. ~Google to introduce child-friendly versions of products-USA Today Google Inc plans to roll out child-friendly versions of its most popular products in a bid to be "fun and safe for children", USA Today reported, quoting Pavni Diwanji, the company's vice president of engineering. ~Google to introduce child-friendly versions of products-USA Today Dec 3 Google Inc plans to roll out child-friendly versions of its most popular products in a bid to be "fun and safe for children", USA Today reported, quoting Pavni Diwanji, the company's vice president of engineering. ~Britain targets multinationals that try to dodge taxes LONDON Britain plans to introduce a tax to target multinationals such as Google Inc  and Amazon Inc  accused of using complex accounting schemes to cut their payments on earnings in the country. ~UPDATE 3-Britain targets multinationals that try to dodge taxes * Expects to raise more than 1 bln stg over five years   (Adds Breakingviews link) ~Luxottica signs deal with Intel to develop hi-tech glasses MILAN Italy's Luxottica is joining forces with U.S. chipmaker Intel Corp to develop glasses that combine its top fashion brands with technology that could allow wearers to access information about their health or location. ~Luxottica signs deal with Intel to develop hi-tech glasses MILAN, Dec 3 Italy's Luxottica is joining forces with U.S. chipmaker Intel Corp to develop glasses that combine its top fashion brands with technology that could allow wearers to access information about their health or location. ~
AMZN.O,UPDATE 3-Britain targets multinationals that try to dodge taxes * Expects to raise more than 1 bln stg over five years   (Adds Breakingviews link) ~Britain targets multinationals with 'Diverted Profits Tax' LONDON, Dec 3 Britain said it would introduce a 25 percent tax on profits generated by multinationals, including major tech companies such as Google and Amazon , that use complex schemes to avoid tax by moving earnings out of the country. ~Peru says deforestation on the rise, up 80 percent from 2001 LIMA Destruction of the Peruvian Amazon is rising after expanding over more than 145,000 hectares (560 square miles) last year - an 80 percent jump from the start of the century, the government said on Tuesday. ~Peru says deforestation on the rise, up 80 pct from 2001 LIMA, Dec 2 Destruction of the Peruvian Amazon is rising after expanding over more than 145,000 hectares (560 square miles) last year - an 80 percent jump from the start of the century, the government said on Tuesday. ~
AMGN.O,UPDATE 1-U.S. FDA approves Amgen leukemia drug ahead of schedule Dec 3 U.S. health regulators on Wednesday approved an Amgen Inc drug that helps the immune system fight a rare type of leukemia, more than five months ahead of the expected decision date. ~U.S. FDA approves Amgen leukemia drug ahead of schedule Dec 3 U.S. health regulators on Wednesday approved an Amgen Inc drug that helps the immune system fight a rare type of leukemia, more than five months ahead of the expected decision date. ~
T,FCC restarts clock on Comcast-TWC, AT&T-DirecTV; mergers WASHINGTON U.S. Federal Communications Commission on Wednesday restarted its informal 180-day countdown to review the proposed mergers between Comcast Corp and Time Warner Cable Inc, and AT&T; Inc and DirecTV. ~UPDATE 2-U.S. FCC restarts clock on Comcast-TWC, AT&T-DirecTV; mergers WASHINGTON, Dec 3 U.S. Federal Communications Commission on Wednesday restarted its informal 180-day countdown to review the proposed mergers between Comcast Corp  and Time Warner Cable Inc, and AT&T; Inc and DirecTV. ~U.S. FCC restarts clock on Comcast-TWC, AT&T-DirecTV; mergers WASHINGTON, Dec 3 U.S. Federal Communications Commission on Wednesday restarted its informal 180-day "shot clock" to review the proposed mergers between Comcast Corp  and Time Warner Cable Inc, and AT&T; Inc  and DirecTV. ~
ADP.O,US STOCKS-Dow hits record as energy rises for 3rd straight day * Indexes up: Dow 0.1 pct, S&P; 0.2 pct, Nasdaq 0.3 pct   (Updates to afternoon trading) ~US STOCKS-Dow hits record as energy rises for 3rd straight day * Indexes up: Dow 0.1 pct, S&P; 0.2 pct, Nasdaq 0.2 pct   (Updates to midday trading) ~Private employment data released early, ADP investigating A widely followed report on U.S. private-sector employment was distributed on Twitter by a third party several minutes before its official release time on Wednesday morning, and the organization responsible for its official dissemination each month said it is investigating the matter. ~US STOCKS-Wall St ticks up, energy stocks rally again * Indexes up: Dow 0.1 pct, S&P; 500 0.2 pct, Nasdaq 0.1 pct   (Updates to morning trading, adds data) ~UPDATE 1-Private employment data released early, ADP investigating (Recasts first paragraph; adds Selerity CEO quote, market reaction, background) ~US STOCKS-Wall St to open little changed ahead of data * U.S. services sector readings expected after the open bell ~UPDATE 1-U.S. private sector hiring shy of estimates in November -ADP NEW YORK, Dec 3 U.S. private employers added 208,000 jobs in November, falling short of economists' expectations, a report by a payrolls processor showed on Wednesday. ~US STOCKS-Futures flat in low volume ahead of data * U.S. services sector readings expected after the open bell ~
BRKa.N,Pilots sue Buffett's NetJets over labor, privacy A group representing more than 2,700 pilots in contentious contract talks with NetJets Inc has sued the luxury aviation unit of Warren Buffett's Berkshire Hathaway Inc over alleged violations of federal labor and privacy laws. ~Pilots sue Buffett's NetJets over labor, privacy Dec 3 A group representing more than 2,700 pilots in contentious contract talks with NetJets Inc has sued the luxury aviation unit of Warren Buffett's Berkshire Hathaway Inc over alleged violations of federal labor and privacy laws. ~
BA,Proposed U.S. ban on Russian rocket engine puts premium on replacement CAPE CANAVERAL, Fla., Dec 3 A proposed ban on purchases of a Russian-made rocket engine to launch U.S. military satellites will speed up the development of an American-made replacement, the head of United Launch Alliance, a Lockheed Martin Corp and Boeing Co joint venture, said on Wednesday. ~Boeing says on track to meet Dreamliner delivery forecast NEW YORK Boeing Co  Chief Operating Officer Dennis Muilenburg said on Wednesday that the world's largest plane maker is on track to deliver the 110 787 Dreamliners it forecast for this year, despite signs that deliveries fell below target last month. ~Boeing says on track to meet Dreamliner delivery forecast NEW YORK, Dec 3 Boeing Co Chief Operating Officer Dennis Muilenburg said on Wednesday that the world's largest plane maker is on track to deliver the 110 787 Dreamliners it forecast for this year, despite signs that deliveries fell below target last month. ~UPDATE 2-Bill would cap Russian engines on U.S. satellite launches WASHINGTON, Dec 2 A compromise defense policy bill in Congress would bar the purchase of more Russian-made rocket engines to launch U.S. military satellites, clearing the way for competitive bids for 14 future launches, senior congressional aides said on Tuesday. ~
C,Mercuria, Citi in court over China metals financing deals LONDON Suspected metals fraud in China sparked claims of betrayal by both U.S. bank Citigroup Inc and trade house Mercuria over who would absorb about $270 million in exposure to financing deals, a London court heard on Wednesday. ~Mercuria, Citi in court over China metals financing deals * Citi, Mercuria had close relationship before China port problem ~
CMCSA.O,U.S. FCC restarts clock on Comcast-TWC, AT&T-DirecTV; mergers WASHINGTON U.S. Federal Communications Commission on Wednesday restarted its informal 180-day countdown to review the proposed mergers between Comcast Corp  and Time Warner Cable Inc, and AT&T; Inc and DirecTV. ~FCC restarts clock on Comcast-TWC, AT&T-DirecTV; mergers WASHINGTON U.S. Federal Communications Commission on Wednesday restarted its informal 180-day countdown to review the proposed mergers between Comcast Corp and Time Warner Cable Inc, and AT&T; Inc and DirecTV. ~UPDATE 2-U.S. FCC restarts clock on Comcast-TWC, AT&T-DirecTV; mergers WASHINGTON, Dec 3 U.S. Federal Communications Commission on Wednesday restarted its informal 180-day countdown to review the proposed mergers between Comcast Corp  and Time Warner Cable Inc, and AT&T; Inc and DirecTV. ~U.S. FCC restarts clock on Comcast-TWC, AT&T-DirecTV; mergers WASHINGTON, Dec 3 U.S. Federal Communications Commission on Wednesday restarted its informal 180-day "shot clock" to review the proposed mergers between Comcast Corp  and Time Warner Cable Inc, and AT&T; Inc  and DirecTV. ~
XOM,UPDATE 1-Price drop will "sort out" shale oil sector-Exxon's Tillerson LONDON, Dec 3 The sharp decline in crude oil prices will lead to a "sorting out" of the shale oil sector, Rex Tillerson, Exxon Mobil's CEO, said on Wednesday in a television interview. ~SPECIAL REPORT-How Exxon helped make Iraqi Kurdistan LONDON/ARBIL, Dec 3 In January 2011, Exxon hired one of the best connected men in Iraq: Ali Khedery, an American of Iraqi descent who had served in Baghdad as a special assistant to five U.S. ambassadors and a senior adviser to three U.S. generals. ~
GM,GM says Nov China auto sales up 5.3 pct y/y SHANGHAI, Dec 3 General Motors Co and its Chinese joint ventures sold 310,094 vehicles in China in November, up 5.3 percent from the same month a year earlier, the U.S. automaker said on Wednesday. ~
GS,TPG, Goldman-linked funds sell 9.8 million Ontex shares LONDON, Dec 3 Funds advised by private equity firm TPG and Goldman Sachs are to sell around 9.8 million shares of diaper-maker Ontex Group, Goldman Sachs said in a statement on Wednesday. ~Exclusive: J&J; hires Goldman to explore sale of Splenda - sources NEW YORK/LONDON U.S. healthcare company Johnson & Johnson  has hired Goldman Sachs  to explore a sale of its artificial sweetener brand Splenda, sources familiar with the matter told Reuters. ~Atlantia investors agree to ownership structure shake-up: sources MILAN Major shareholders in Italy's roads and airports group Atlantia have agreed to a shake-up of its ownership structure, two sources close to the matter said, a move that could make it more accessible to new investors. ~Atlantia investors agree to ownership structure shake-up- sources MILAN, Dec 3 Major shareholders in Italy's roads and airports group Atlantia have agreed to a shake-up of its ownership structure, two sources close to the matter said, a move that could make it more accessible to new investors. ~Better terms win Morgan Stanley $4.8 billion Ping An share placement deal: sources HONG KONG A lucrative, last-minute pitch by Morgan Stanley  won it the role of sole placing agent for last week's $4.8 billion stake sale in Ping An Insurance Group Co of China Ltd , people with knowledge of the matter said. ~
INTC.O,Luxottica signs deal with Intel to develop hi-tech glasses MILAN, Dec 3 Italy's Luxottica is joining forces with U.S. chipmaker Intel Corp to develop glasses that combine its top fashion brands with technology that could allow wearers to access information about their health or location. ~Luxottica signs deal with Intel to develop computerised eyewear MILAN, Dec 3 Italy's Luxottica is joining forces with U.S. chipmaker Intel Corp to develop hi-tech glasses as the world's largest eyewear group pushes further into so-called wearable technology. ~
IBM,CORRECTED-IBM signs $1.25 bln WPP cloud deal and says more coming (Corrects quote in 5th paragraph to refer to "these deals" (not "big deals") and to clarify speaker was referring to cloud computer-class deals, not necessarily to deals which will be billion-dollar plus in scale) ~
LMT,Proposed U.S. ban on Russian rocket engine puts premium on replacement CAPE CANAVERAL, Fla. A proposed ban on purchases of a Russian-made rocket engine to launch U.S. military satellites will speed up the development of an American-made replacement, the head of United Launch Alliance, a Lockheed Martin Corp and Boeing Co joint venture, said on Wednesday. ~Proposed U.S. ban on Russian rocket engine puts premium on replacement CAPE CANAVERAL, Fla., Dec 3 A proposed ban on purchases of a Russian-made rocket engine to launch U.S. military satellites will speed up the development of an American-made replacement, the head of United Launch Alliance, a Lockheed Martin Corp and Boeing Co joint venture, said on Wednesday. ~F-35 engine inspection requirements eased to 13 hours -Pentagon WASHINGTON Mandatory engine inspections are now required every 13 hours for Lockheed Martin Corp's F-35 fighter jets, a significant easing of the three-hour requirement imposed after an engine failure in June temporarily grounded the entire fleet, a top Pentagon official said on Wednesday. ~UPDATE 2-F-35 engine inspection requirements eased to 13 hours -Pentagon WASHINGTON, Dec 3 Mandatory engine inspections are now required every 13 hours for Lockheed Martin Corp's  F-35 fighter jets, a significant easing of the three-hour requirement imposed after an engine failure in June temporarily grounded the entire fleet, a top Pentagon official said on Wednesday. ~UPDATE 2-Bill would cap Russian engines on U.S. satellite launches WASHINGTON, Dec 2 A compromise defense policy bill in Congress would bar the purchase of more Russian-made rocket engines to launch U.S. military satellites, clearing the way for competitive bids for 14 future launches, senior congressional aides said on Tuesday. ~
MCHP.O,Global semiconductor outlook brightens, Microchip sees sales rebound LONDON, Dec 3 Strong demand for smartphones and automotive electronics has boosted growth for the semiconductor industry this year, as a global industry association said results for 2014 were set to have beaten forecasts with further modest growth expected. ~
MSFT.O,UPDATE 1-Microsoft ex-CEO Ballmer, activist Jesse Jackson pep up annual meet BELLEVUE, Wash., Dec 3 Former Microsoft Corp  Chief Executive Steve Ballmer and civil rights activist Jesse Jackson livened up the technology company's annual shareholder meeting on Wednesday, grabbing the spotlight from the current leaders on stage. ~Former CEO Ballmer, activist Jesse Jackson enliven Microsoft meeting BELLEVUE, Wash., Dec 3 Former Microsoft Corp  Chief Executive Officer Steve Ballmer and civil rights activist Jesse Jackson livened up the technology company's annual shareholder meeting on Wednesday, grabbing the spotlight from the current leaders on stage. ~DIARY-U.S. MEETINGS/WEEK AHEAD Thomson Reuters Dec 3, 2014 - Corporate Meetings for US companies for Week ahead.         S&P; 500 Earnings - MONTH AHEAD     Dividends                            Non S&P; 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC, right click, now click on Related Co Data, now click on Co Events.                    ~
MDLZ.O,Kraft to raise K-Cup coffee prices by 9 pct on Dec. 28 NEW YORK, Dec 3 Kraft Foods said on Wednesday it will raise prices on most of its single-serve coffees in the United States by approximately 9 percent, effective Dec. 28, due to sustained price increases in associated raw material markets. ~
MS,Better terms win Morgan Stanley $4.8 bln Ping An share placement deal-sources HONG KONG, Dec 3 A lucrative, last-minute pitch by Morgan Stanley won it the role of sole placing agent for last week's $4.8 billion stake sale in Ping An Insurance Group Co of China Ltd, people with knowledge of the matter said. ~
NEE,NextEra Energy to buy Hawaiian Electric for $2.63 billion U.S. power company NextEra Energy Inc  said it would buy Hawaiian Electric Industries Inc , Hawaii's largest power supplier, for about $2.63 billion in cash and stock to expand its regulated holdings. ~UPDATE 1-NextEra Energy to buy Hawaiian Electric for $2.63 bln Dec 3 U.S. power company NextEra Energy Inc  said it would buy Hawaiian Electric Industries Inc , Hawaii's largest power supplier, for about $2.63 billion in cash and stock to expand its regulated holdings. ~NextEra Energy to buy Hawaiian Electric for $3.5 bln Dec 3 U.S. power company NextEra Energy Inc  said it would buy Hawaii's largest power supplier, Hawaiian Electric Industries Inc, for about $3.5 billion in cash and stock. ~
OMC,Publicis boss on the spot at investor day PARIS, Dec 3 Eighteen months after celebrating a corporate marriage with U.S.-based Omnicom that was to dominate the world of advertising, Publicis and its boss Maurice Levy are single again, and face some awkward questions. ~
TGT,Target fails to end banks' lawsuit over data breach A federal judge on Tuesday rejected Target Corp's bid to dismiss a lawsuit by banks seeking to recoup money they spent reimbursing fraudulent charges and issuing new credit and debit cards because of the retailer's late 2013 data breach. ~Target fails to end banks' lawsuit over data breach Dec 2 A federal judge on Tuesday rejected Target Corp's bid to dismiss a lawsuit by banks seeking to recoup money they spent reimbursing fraudulent charges and issuing new credit and debit cards because of the retailer's late 2013 data breach. ~
