MMM,Exclusive: Post-it note maker 3M unveils new paper sourcing policy NEW YORK St. Paul-based 3M Co, one of the world’s largest manufacturers and the maker of Post-it notes, will take new steps to ensure that its suppliers of paper, pulp and packaging provide materials that come from sustainably logged timber. ~
ABBV.N,AbbVie CEO defends Pharmacyclics deal to skeptical investors NEW YORK AbbVie Inc chief Richard Gonzalez fought two other drugmakers to "the bitter end" to buy Pharmacyclics Inc  for its hot-selling Imbruvica cancer drug, but may have a harder time convincing investors it is worth $21 billion. ~UPDATE 1-AbbVie CEO defends Pharmacyclics deal to skeptical investors NEW YORK, March 5 AbbVie Inc chief Richard Gonzalez fought two other drugmakers to "the bitter end" to buy Pharmacyclics Inc for its hot-selling Imbruvica cancer drug, but may have a harder time convincing investors it is worth $21 billion. ~US STOCKS-Wall St closes up slightly ahead of jobs report * Indexes up: Dow 0.21 pct, S&P; 0.12 pct, Nasdaq 0.32 pct   (Updates to afternoon, adds commentary) ~US STOCKS-Wall St up slightly ahead of jobs report * Indexes up: Dow 0.2 pct, S&P; 0.18 pct, Nasdaq 0.39 pct   (Updates to afternoon, adds commentary) ~UPDATE 4-AbbVie boosts cancer drug pipeline with $21 bln Pharmacyclics deal * Deal cuts reliance on Humira; expected to close mid 2015   (Adds Breakingviews link) ~Biotech buys get pharma M&A; off to flying start in 2015 LONDON AbbVie's $21 billion deal to buy Pharmacyclics shows big pharma's hunger for new drugs at a time when research at smaller biotechnology companies is driving some of the most promising advances in medicine. | Video  ~US STOCKS-Wall St little changed after 2-day drop, data * Indexes: Dow up 0.07 pct, S&P; off 0.08 pct, Nasdaq up 0.02 pct   (Updates to afternoon, adds comments) ~AbbVie CEO says new form of Humira could thwart generics An updated experimental form of AbbVie Inc's Humira arthritis drug has clear advantages over the original that could help the company confront looming cheaper biosimilar forms of the blockbuster medication, Chief Executive Richard Gonzalez said in an interview. ~BRIEF-Interview: AbbVie CEO says experimental version of Humira is fundamentally different March 5 ABBVIE:  * Interview: AbbVie CEO says experimental version of Humira has "a fundamental ~
AGN,DIARY-U.S. MEETINGS/WEEK AHEAD Thomson Reuters March 05, 2015 - Corporate Meetings for US companies for Week ahead.         S&P; 500 Earnings - MONTH AHEAD     Dividends                            Non S&P; 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC, right click, now click on Related Co Data, now click on Co Events.                 ~
AAPL.O,BMW says talks with Apple don't involve developing a car FRANKFURT German carmaker BMW said on Thursday its talks with technology giant Apple did not involve developing or building a car, denying a German magazine report. ~BMW says talks with Apple don't involve developing a car FRANKFURT, March 5 German carmaker BMW  said on Thursday its talks with technology giant Apple  did not involve developing or building a car, denying a German magazine report. ~DIARY-U.S. MEETINGS/WEEK AHEAD Thomson Reuters March 05, 2015 - Corporate Meetings for US companies for Week ahead.         S&P; 500 Earnings - MONTH AHEAD     Dividends                            Non S&P; 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC, right click, now click on Related Co Data, now click on Co Events.                 ~Continental wants to be partner on possible Apple car -CEO BERLIN, March 5 Germany's Continental AG  would be interested in acting as partner for technology giant Apple should the U.S. company decide to build a car, Chief Executive Elmar Degenhart said. ~Apple delays larger iPad production till September: reports Apple Inc  will delay the start of production on a larger, 12.9-inch iPad until around September because of delays involving the supply of display panels, according to two media reports. ~UPDATE 1-Apple delays larger iPad production till September - reports March 5 Apple Inc will delay the start of production on a larger, 12.9-inch iPad until around September because of delays involving the supply of display panels, according to two media reports. ~
AZO,AutoZone seeks retrial in $186 mln discrimination case SAN DIEGO, March 4 Auto parts retailer AutoZone Inc, on Wednesday asked for a new trial in the case of a San Diego area store manager who was awarded $186 million last year after a jury agreed she had been demoted and later fired after telling her bosses she was pregnant. ~
AVGO.O,Market Chatter- Corporate finance press digest March 5 The following corporate finance-related stories were reported by media: ~
BAC,CBRE seeks to buy Johnson Controls' workplace solutions -sources March 5 CBRE Group Inc, the world's largest commercial real estate services firm, is in talks to acquire Johnson Controls Inc's global workplace solutions business for more than $1 billion, according to people familiar with the matter. ~BofA's $8.5 billion mortgage settlement upheld by appeals court NEW YORK, March 5 Bank of America Corp's proposed $8.5 billion settlement with investors in mortgage-backed securities has upheld by a New York state appeals court. ~BRIEF-NYS appeals court approves Bank of America $8.5 billion mortgage securities settlement March 5   * New York state appeals court upholds Bank of America Corp  $8.5 ~
BRKa.N,Berkshire Hathaway set final terms on 3bn bond raise LONDON, March 5 (IFR) - Berkshire Hathaway has set the final terms on an inaugural multi-tranche euro bond issue, according to a lead. ~Berkshire Hathaway tightens guidance on debut euro bond LONDON, March 5 (IFR) - Warren Buffett's Berkshire Hathaway has tightened guidance on its debut triple tranche euro bond, a lead manager said on Thursday. ~UPDATE 1-Berkshire Hathaway turns to Europe for dollar refinancing LONDON, March 5 (IFR) - Warren Buffett's Berkshire Hathaway is planning to raise its first ever issue in the European market, a triple-tranche euro benchmark that will refinance some of its dollar debt. ~Berkshire Hathaway out with triple tranche debut euro bond LONDON, March 5 (IFR) - Warren Buffett's Berkshire Hathaway has started marketing a debut triple tranche euro bond, a lead manager said on Thursday. ~
BA,Boeing CFO sees strong cash flow growth, but later in 2015 NEW YORK, March 5 Boeing Co's cash flow level will rise in coming years but investors should expect the gains in 2015 to come toward the end of the year, much like in 2014, the company's chief financial officer told an investor conference on Thursday. ~
BSX,EU court rules Boston Scientific must pay pacemaker replacement surgery BRUSSELS, March 5 U.S. medical device maker Boston Scientific Corp's German arm is liable for the cost of operations to replace potentially defective pacemakers, Europe's top court ruled on Thursday. ~
CBG,CBRE seeks to buy Johnson Controls' workplace solutions -sources March 5 CBRE Group Inc, the world's largest commercial real estate services firm, is in talks to acquire Johnson Controls Inc's global workplace solutions business for more than $1 billion, according to people familiar with the matter. ~
