T,UPDATE 2-AT&T; to acquire Mexico's Iusacell for $1.7 billion (Adds comments from Grupo Salinas CEO, AT&T; CFO, background) ~RPT-AT&T; to acquire Mexico's Iusacell for $2.5 billion WASHINGTON, Nov 7 AT&T; will acquire Mexico's third largest wireless operator Iusacell in a $2.5 billion deal, the carrier announced on Friday. ~AT&T; to acquire Mexico's Iusacell for $2.5 billion WASHINGTON, Nov 7 AT&T; will acquire Mexico's third largest wireless operator Iusacell in a $2.5 billion deal, the carrier announced on Friday. ~
BRKa.N,UPDATE 1-Berkshire Q3 profit drops on investments, operating results gain NEW YORK, Nov 7 Warren Buffett's Berkshire Hathaway Inc  on Friday said third-quarter profit fell 9 percent as it took a large writeoff on one of its investments, but operating results easily topped forecasts amid improvement in its insurance, energy and railroad operations. ~Berkshire Q3 profit falls 8.6 pct to $4.62 bln on investments NEW YORK, Nov 7 Warren Buffett's Berkshire Hathaway Inc  on Friday said quarterly profit fell 8.6 percent from the year-ago period, as it posted a loss on investments and derivatives from a year-earlier gain. ~
JPM,In Gazprom deal, JPMorgan takes on business that some banks fear NEW YORK, Nov 7 When JPMorgan Chase & Co  agreed to lead a $700 million bond offering for Russian gas producer Gazprom OAO, it was doing business that some U.S. banks are afraid to do, several lawyers and a banker said. ~
LMT,REFILE-U.S., Canada eye option for 4 F-35 deliveries in 2017-sources OTTAWA/WASHINGTON, Nov 7 Canada could take delivery of an initial four F-35 fighter jets built by Lockheed Martin Corp in 2017 under an agreement with the U.S. military, although no final decision has been made, sources familiar with the matter said on Friday. ~
