ABBV.N,BRIEF-Shire says AbbVie announcement contains no new material information * Notes today's announcement by Abbvie inc. ("abbvie") repeating its proposal of May 30, 2014, which comprised £20.44 in cash and 0.7988 AbbVie shares per shire share ( "proposal") ~UPDATE 3-AbbVie presses case for Shire deal and urges talks (Refiled to remove extraneous text characters in headline) ~AbbVie CEO not ruling out hostile move on Shire LONDON U.S. drugmaker AbbVie  declined to rule out a hostile bid for Shire  on Wednesday but said it was pushing hard for the London-listed drugmaker to engage in talks, after its $46 billion takeover approach was rejected. ~Patent win helps Shire as AbbVie plots next bid move LONDON Shire , which has spurned a $46 billion takeover offer from U.S. group AbbVie  as inadequate, has a new reason to argue it is worth more after a U.S. court backed patent claims on its top-selling drug Vyvanse. ~UPDATE 1-Patent win helps Shire as AbbVie plots next bid move * U.S. firm needs to raise bid to win Shire, investors say   (Recasts with more details on AbbVie's plans, Shire shares) ~
AET,Market Chatter- Corporate finance press digest June 25 The following corporate finance-related stories were reported by media: ~
AGN,Valeant calls its shareholders to a special meeting Valeant Pharmaceuticals International on Wednesday said it had called a special meeting for its shareholders to approve the issuance of new shares, another step in its pursuit of Botox maker Allergan Inc. ~Valeant calls its shareholders to a special meeting June 25 Valeant Pharmaceuticals International   on Wednesday said it had called a special meeting for its shareholders to approve the issuance of new shares, another step in its pursuit of Botox maker Allergan Inc . ~
GOOGL.O,UPDATE 2-Google sets sights on TVs, cars and watches, beyond mere smartphones SAN FRANCISCO, June 25 Google Inc's   Android software is coming to cars, televisions and watches this year, as the Internet search giant races against Apple Inc and other tech companies to extend its business into a rapidly broadening field of Internet-connected devices. ~Google unveils 'Fit' health, fitness tracking platform SAN FRANCISCO Google Inc unveiled a "Google Fit" platform on Wednesday to help users of its Android mobile software collate and keep track of health and fitness data on smartwatches and other mobile devices. ~Google unveils "Fit" health, fitness tracking platform SAN FRANCISCO, June 25 Google Inc   unveiled a "Google Fit" platform on Wednesday to help users of its Android mobile software collate and keep track of health and fitness data on smartwatches and other mobile devices. ~Google says first cars running Android Auto software to roll out this year SAN FRANCISCO Google Inc said on Wednesday the first cars running Android Auto will hit showrooms later this year, after the Internet search giant signed on 40 auto-industry partners for its car-software development alliance. ~Google sets sights beyond smartphones at annual developer conference SAN FRANCISCO, June 25 Google Inc  , whose Android software reigns as the world's dominant smartphone operating system, will step up efforts to make inroads into cars, televisions and other devices at its annual developer conference this week, sources familiar with the matter said. ~Google to unveil new television set-top box on Wednesday: WSJ Google Inc is expected to unveil at least one small set-top box that resembles products like the Roku, Amazon's Fire TV, and Apple Inc's Apple TV, the Wall Street Journal reported citing sources who have seen the device. ~Google to unveil new television set-top box on Wednesday - WSJ June 25 Google Inc is expected to unveil at least one small set-top box that resembles products like the Roku, Amazon's Fire TV, and Apple Inc's  Apple TV, the Wall Street Journal reported citing sources who have seen the device. ~
GOOG.O,UPDATE 2-Google sets sights on TVs, cars and watches, beyond mere smartphones SAN FRANCISCO, June 25 Google Inc's   Android software is coming to cars, televisions and watches this year, as the Internet search giant races against Apple Inc and other tech companies to extend its business into a rapidly broadening field of Internet-connected devices. ~Google unveils 'Fit' health, fitness tracking platform SAN FRANCISCO Google Inc unveiled a "Google Fit" platform on Wednesday to help users of its Android mobile software collate and keep track of health and fitness data on smartwatches and other mobile devices. ~Google unveils "Fit" health, fitness tracking platform SAN FRANCISCO, June 25 Google Inc   unveiled a "Google Fit" platform on Wednesday to help users of its Android mobile software collate and keep track of health and fitness data on smartwatches and other mobile devices. ~Google says first cars running Android Auto software to roll out this year SAN FRANCISCO Google Inc said on Wednesday the first cars running Android Auto will hit showrooms later this year, after the Internet search giant signed on 40 auto-industry partners for its car-software development alliance. ~Google sets sights beyond smartphones at annual developer conference SAN FRANCISCO, June 25 Google Inc  , whose Android software reigns as the world's dominant smartphone operating system, will step up efforts to make inroads into cars, televisions and other devices at its annual developer conference this week, sources familiar with the matter said. ~Google to unveil new television set-top box on Wednesday: WSJ Google Inc is expected to unveil at least one small set-top box that resembles products like the Roku, Amazon's Fire TV, and Apple Inc's Apple TV, the Wall Street Journal reported citing sources who have seen the device. ~Google to unveil new television set-top box on Wednesday - WSJ June 25 Google Inc is expected to unveil at least one small set-top box that resembles products like the Roku, Amazon's Fire TV, and Apple Inc's  Apple TV, the Wall Street Journal reported citing sources who have seen the device. ~
AMZN.O,Google to unveil new television set-top box on Wednesday - WSJ June 25 Google Inc is expected to unveil at least one small set-top box that resembles products like the Roku, Amazon's Fire TV, and Apple Inc's  Apple TV, the Wall Street Journal reported citing sources who have seen the device. ~
AAPL.O,EU mergers and takeovers (June 25) BRUSSELS, June 25 The following are mergers under review by the European Commission and a brief guide to the EU merger process: ~EU regulators to decide on Apple, Beats deal by July 30 BRUSSELS European Union antitrust regulators will decide by July 30 whether to clear Apple Inc's $3 billion bid for music streaming and audio equipment company Beats, the European Commission said on Wednesday. ~EU regulators to decide on Apple, Beats deal by July 30 BRUSSELS, June 25 European Union antitrust regulators will decide by July 30 whether to clear Apple Inc's  $3 billion bid for music streaming and audio equipment company Beats, the European Commission said on Wednesday. ~Google to unveil new television set-top box on Wednesday: WSJ Google Inc is expected to unveil at least one small set-top box that resembles products like the Roku, Amazon's Fire TV, and Apple Inc's Apple TV, the Wall Street Journal reported citing sources who have seen the device. ~Google to unveil new television set-top box on Wednesday - WSJ June 25 Google Inc is expected to unveil at least one small set-top box that resembles products like the Roku, Amazon's Fire TV, and Apple Inc's  Apple TV, the Wall Street Journal reported citing sources who have seen the device. ~Japan Display's reliance on iPhone orders rises in 2013-14 TOKYO Japan Display Inc, the world's biggest smartphone LCD maker, got a third of its revenue from Apple Inc in the year to March, growing more reliant on the iPhone even as it seeks to bump up orders from fast-growing Chinese smartphone makers. ~
CBS,UPDATE 4-Big broadcasters vanquish upstart Aereo at U.S. Supreme Court (Adds details on Diller and impact, CBS chief executive Moonves comment) ~
CSCO.O,U.S. Ambassador Baucus says China hacking threatens national security BEIJING, June 25 Cyber theft of trade secrets by China is a threat to U.S. national security, U.S. Ambassador to China Max Baucus said on Wednesday in the first major public address of his tenure, warning that Washington would continue to pressure Beijing. ~
DUK,REFILE-North Carolina lawmakers order coal ash pond cleanup after Duke spill RALEIGH, N.C., June 25 North Carolina's state Senate on Wednesday unanimously approved a bill calling for the closure of Duke Energy's 33 coal ash ponds in the state within 15 years, legislation spurred by a massive spill at a retired power plant earlier this year. ~
FB.O,Oculus denies claims by ZeniMax in virtual reality tech lawsuit SAN FRANCISCO, June 25 Virtual-reality technology startup Oculus VR denied allegations by videogame publisher ZeniMax Media Inc that it stole trade secrets during development of a gaming headset in a response filed in a federal court on Wednesday. ~
F,Ford tells owners to park 2014 F-150 trucks for steering issue DETROIT, June 25 Ford Motor Co has told owners of its top-selling current model 2014 F-150 pickup trucks to park them until a power steering issue affecting 5,675 of the vehicles is fixed, the company said on its website on Tuesday. ~
GE,U.S. fast-food chain Del Taco explores sale -sources NEW YORK U.S. fast-food chain Del Taco, which specializes in Mexican cuisine as well as American favorites like burgers and fries, is in the early stages of exploring a sale that could fetch more than $500 million, people familiar with the matter said on Wednesday. ~
GIS,UPDATE 2-General Mills bets on healthier Cheerios, granola bars * Co says streamlining operations to save $40 mln in 2015 ~US STOCKS-Wall St rises slightly despite weak GDP report * Dow up 0.2 pct; S&P; 500 up 0.3 pct; Nasdaq up 0.4 pct   (Updates to afternoon) ~CORRECTED-UPDATE 1-General Mills profit misses estimates as commodity costs rise (Corrects paragraph 6 to say net sales fell 2.9 percent to $4.28 billion, not 2.8 percent to $4.41 billion) ~CORRECTED-General Mills profit rises as costs fall (Corrects paragraph 4 to say net sales fell 2.9 percent to $4.28 billion, not 2.8 percent to $4.41 billion) ~US STOCKS-Wall St edges higher despite weak GDP report * Dow, S&P; 500 and Nasdaq all rise 0.2 percent   (Updates to open) ~US STOCKS-Futures point to lower open after weak GDP report * Futures down: Dow 41 pts, S&P; 4.25 pts, Nasdaq 8.75 pts   (Adds economic data, Monsanto/General Mills earnings) ~
GM,UPDATE 3-GM dealers stop selling some Cruze sedans with Takata air bags DETROIT, June 25 General Motors Co on Wednesday told its North American dealers not to sell an inventory of about 33,000 new and used Chevrolet Cruze sedans from model years 2013 and 2014 because of a potential problem with air bags made by troubled Japanese supplier Takata Corp . ~Closing Opel Bochum Plant will cost $866 million: GM President LONDON The closure of Opel's Bochum factory in Germany will cost a total $866 million (635 million euros), the president of parent company General Motors  Dan Ammann told Reuters in an interview in London on Wednesday. ~GM says other defective ignition switch made in China DETROIT General Motors Co  said a defective ignition switch linked to the recall of almost 3.4 million cars was made in China, where another car maker discovered a problem part earlier this year. ~GM says other defective ignition switch made in China DETROIT, June 25 General Motors Co said a defective ignition switch linked to the recall of almost 3.4 million cars was made in China, where another car maker discovered a problem part earlier this year. ~
HAL,INSIGHT-U.S. high court bucks pro-business trend this term WASHINGTON, June 25 With only days remaining in its term, the U.S. Supreme Court is on track to at least partly dispel the impression that it is pro-business. ~INSIGHT-US high court bucks pro-business trend this term WASHINGTON, June 25 With only days remaining in its term, the U.S. Supreme Court is on track to at least partly dispel the impression that it's pro-business. ~INSIGHT-US high court bucks pro-business trend this term WASHINGTON, June 25 With only days remaining in its term, the U.S. Supreme Court is on track to at least partly dispel the impression that it's pro-business. ~
