AES,PHILIPPINES PRESS-AES may bid for Malampaya banked gas - Standard AES Philippines, the local unit of AES Corp, may bid for the Malampaya banked gas in northwest Palawan, its first natural gas project in the country, The Standard reported, citing AES Philippines Managing Director Neeraj Bhat. ~
ALK,Delta Air Lines ramps up Seattle competition with new routes May 26 Delta Air Lines Inc on Tuesday announced new flights from Seattle to five destinations in its latest move to strip market share from Alaska Air Group Inc , which is based in that city. ~
GOOGL.O,Obama administration asks U.S. top court to decline Google copyright appeal WASHINGTON/SAN FRANCISCO The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry, according to a court filing. ~UPDATE 2-Obama administration asks U.S. top court to decline Google copyright appeal WASHINGTON/SAN FRANCISCO, May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry, according to a court filing. ~Obama administration asks U.S. top court not to hear Google copyright fight WASHINGTON, May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry, according to a court filing. ~U.S. health group PureTech seeks $160 mln in London listing LONDON, May 26 Boston-based PureTech Health plans to raise $160 million in a London listing, filling its coffers to fund product development and delivering a vote of confidence in the British life sciences sector. ~
GOOG.O,Obama administration asks U.S. top court to decline Google copyright appeal WASHINGTON/SAN FRANCISCO The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry, according to a court filing. ~UPDATE 2-Obama administration asks U.S. top court to decline Google copyright appeal WASHINGTON/SAN FRANCISCO, May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry, according to a court filing. ~Obama administration asks U.S. top court not to hear Google copyright fight WASHINGTON, May 26 The Obama administration on Tuesday sided against Google Inc and said the U.S. Supreme Court should not hear the company's appeal in a case against Oracle Corp with wide implications for the technology industry, according to a court filing. ~U.S. health group PureTech seeks $160 mln in London listing LONDON, May 26 Boston-based PureTech Health plans to raise $160 million in a London listing, filling its coffers to fund product development and delivering a vote of confidence in the British life sciences sector. ~
AMZN.O,Amazon's Europe changes to boost tax bill, add secrecy LONDON, May 26 Amazon's decision to change its tax-efficient European business structure could raise its tax bill by as much as $100 million a year but authorities will have to fight for additional money and any payments will be hidden from public view. ~Amazon pays $16 million tax in Germany, while making $11.9 billion sales LONDON Internet retailer Amazon.com Inc.'s  main German operating unit paid just 11.9 million euros ($16 million) in tax in 2014, despite the group recording $11.9 billion in sales to German customers last year, regulatory filings show. ~EU to continue with tax study even after Amazon changes BRUSSELS The European Commission said on Tuesday it would continue its investigation into Luxembourg's tax treatment of Amazon after reports the online retailer had changed its tax practices in Europe. ~EU to continue with tax study even after Amazon changes BRUSSELS, May 26 The European Commission said on Tuesday it would continue its investigation into Luxembourg's tax treatment of Amazon after reports the online retailer had changed its tax practices in Europe. ~Amazon pays $16 mln tax in Germany, while making $11.9 bln sales LONDON, May 26 Internet retailer Amazon.com Inc.'s main German operating unit paid just 11.9 million euros ($16 million) in tax in 2014, despite the group recording $11.9 billion in sales to German customers last year, regulatory filings show. ~
AAPL.O,US STOCKS-U.S. stocks off sharply as dollar rallies * Indexes gains for month fall below 2 pct   (Updates to early afternoon) ~US STOCKS-U.S. stocks fall the most in three weeks as dollar soars * Indexes gains for month fall below 2 pct   (Adds details, changes comment, updates prices) ~U.S. health group PureTech seeks $160 mln in London listing LONDON, May 26 Boston-based PureTech Health plans to raise $160 million in a London listing, filling its coffers to fund product development and delivering a vote of confidence in the British life sciences sector. ~
BA,UPDATE 3-U.S. Air Force certifies SpaceX for national security launches WASHINGTON, May 26 The U.S. Air Force on Tuesday said it has certified privately held SpaceX to launch U.S. military and spy satellites, ending a monopoly held by United Launch Alliance, a joint venture of Lockheed Martin Corp  and Boeing Co, since its creation in 2006. ~U.S. Air Force certifies SpaceX for national security launches WASHINGTON The U.S. Air Force on Tuesday said it has certified privately held SpaceX to launch U.S. military and spy satellites, ending a monopoly held by United Launch Alliance, a joint venture of Lockheed Martin Corp and Boeing Co, since its creation in 2006. ~
CSCO.O,U.S. top court rules against Cisco Systems in patent infringement fight WASHINGTON, May 26 The U.S. Supreme Court on Tuesday ruled against Cisco Systems Inc over a $64 million patent infringement verdict the tech giant is fighting. ~
CMCSA.O,UPDATE 1-Vox Media acquiring tech news website Re/code LOS ANGELES, May 26 Vox Media is acquiring Revere Digital, the company that owns technology news website Re/code, according to a post on the Re/code website on Tuesday. ~Deals of the day-Mergers and acquisitions May 26 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Tuesday: ~Charter to buy Time Warner Cable in a $78.7 bln deal May 26 Charter Communications Inc said it would buy Time Warner Cable Inc in a cash-and-stock deal that values the larger rival at $78.7 billion, to compete with No. 1 U.S. cable services provider Comcast Corp. ~
DAL,Delta Air Lines ramps up Seattle competition with new routes May 26 Delta Air Lines Inc on Tuesday announced new flights from Seattle to five destinations in its latest move to strip market share from Alaska Air Group Inc , which is based in that city. ~
F,BRIEF-Ex Keydata CEO Ford says to file claim against FCA, PWC LONDON, May 26 Ex keydata ceo ford says fsa 'knowingly exceeded its statory authority' to bring down keydata Ex keydata ceo ford says welcomes fact matter to be considered by high court, upper tribunal Ex keydata ceo ford says intends to file claim against fca, pwc seeking damages of 650 mln stg   (Reporting by Matt Scuffham) ~
GM,GM to spend $1.2 billion to upgrade Fort Wayne truck plant General Motors Co said it will spend $1.2 billion to expand and upgrade the paint shop, body shop and general assembly area at its full-size truck plant in Fort Wayne, Indiana. ~GM to spend $1.2 bln to upgrade Fort Wayne truck plant May 26 General Motors Co said it will spend $1.2 billion to expand and upgrade the paint shop, body shop and general assembly area at its full-size truck plant in Fort Wayne, Indiana. ~
GS,Goldman names Cohen global head of financial sponsor M&A; May 26 Goldman Sachs Group Inc has appointed Stephanie Cohen as global head of financial sponsor M&A;, a newly created role aimed at boosting its private equity dealmaking coverage, the investment bank said in a memo on Tuesday. ~Carlyle hires Goldman for possible Telecable stake sale: sources MADRID Private equity firm Carlyle  has hired Goldman Sachs to advise it on the possible sale of its controlling stake in Spanish telecoms operator Telecable, two sources with knowledge of the deal said on Tuesday. ~Carlyle hires Goldman for possible Telecable stake sale - sources MADRID, May 26 Private equity firm Carlyle  has hired Goldman Sachs to advise it on the possible sale of its controlling stake in Spanish telecoms operator Telecable, two sources with knowledge of the deal said on Tuesday. ~UPDATE 1-MOVES-Goldman Sachs names new investment banking heads in Asia HONG KONG, May 26 Goldman Sachs has named Andrea Vella and Kate Richdale as its new co-heads of investment banking in Asia excluding Japan, according to an internal memo, replacing Matthew Westerman who will transfer to a senior role in London. ~MOVES--Goldman Sachs names new investment banking heads in Asia HONG KONG, May 26 Goldman Sachs has named Kate Richdale and Andrea Vella as its new co-heads of investment banking in Asia excluding Japan, according to an internal memo seen by Reuters on Tuesday. ~
HAL,Nigerian oil union shuts down Halliburton operation over job cuts LAGOS, May 26 Nigeria's main oil union has shut down the local operations of U.S. oilfield services provider Halliburton Co. in protest against job cuts, the trade body said on Tuesday. ~
HES,Oil rally drives producer hedging NEW YORK, May 26 (IFR) - A rally in oil prices that has pushed WTI spot levels above US$60 has drawn a spate of hedging activity as producers look to lock in 2016 cashflows. ~
HRL,Hormel Foods to buy organic meat company Applegate for $775 million Hormel Foods Corp , the maker of Spam lunch meat, said it would buy meat processor Applegate Farms LLC for about $775 million to expand its natural and organic meat products. ~Hormel Foods to buy organic meat company Applegate for $775 mln May 26 Hormel Foods Corp, the maker of Spam lunch meat, said it would buy meat processor Applegate Farms LLC for about $775 million to expand its natural and organic meat products. ~
