AAPL.O,UPDATE 1-Apple says it is removing VPN services from China App Store * First time Apple removing overseas VPN providers from store ~
FB.O,Facebook's Sandberg calls for new policies to boost women's pay LONDON Facebook Inc Chief Operating Officer Sheryl Sandberg called on governments and companies to do more to close the gender pay gap on Sunday and said both girls and boys should be encouraged to become leaders from an early age. ~
RTN,Raytheon names Kurt Amend CEO of Arabia unit July 30 Raytheon Co on Sunday appointed Kurt Amend as chief executive of its Arabia business unit. ~
